,context,n_concepts,mean_tfidf,mean_diff
0,and,29,0.03,0.01
1,however,28,0.01,0.0
2,bird,28,0.04,0.03
3,re,27,0.01,0.01
4,had,27,0.01,0.0
5,as,27,0.02,0.01
6,produced,27,0.01,0.0
7,after,26,0.01,0.0
8,came,26,0.0,0.0
9,just,26,0.0,0.0
10,five,26,0.01,0.0
11,out,25,0.01,0.01
12,music,25,0.01,0.01
13,by,25,0.01,0.01
14,it,25,0.01,0.01
15,with,25,0.01,0.01
16,dove,24,0.01,0.01
17,there,24,0.01,0.01
18,been,24,0.01,0.0
19,based,24,0.01,0.0
20,swam,3,0.0,0.0
21,swim,2,0.01,0.0
