,context,n_concepts,mean_tfidf,mean_diff
0,products,35,0.01,0.01
1,added,33,0.01,0.0
2,food,33,0.01,0.01
3,include,32,0.01,0.01
4,company,30,0.01,0.01
5,announced,30,0.0,0.0
6,for,30,0.03,0.01
7,created,30,0.01,0.01
8,central,29,0.0,0.0
9,generally,29,0.0,0.0
10,etc,29,0.0,0.0
11,traditional,29,0.01,0.0
12,often,29,0.01,0.0
13,salt,29,0.01,0.01
14,line,29,0.01,0.01
15,is,29,0.03,0.01
16,do,28,0.01,0.0
17,southern,28,0.0,0.0
18,beyond,28,0.0,0.0
19,looking,28,0.01,0.0
20,dangerous,2,0.01,0.0
