,context,n_concepts,mean_tfidf,mean_diff
0,by,17,0.03,0.01
1,1930,17,0.0,0.0
2,able,16,0.01,0.01
3,until,16,0.01,0.0
4,wave,16,0.01,0.01
5,return,16,0.01,0.0
6,away,16,0.01,0.0
7,use,16,0.01,0.01
8,eventually,16,0.01,0.01
9,increasingly,16,0.0,0.0
10,avoiding,16,0.0,0.0
11,seem,16,0.0,0.0
12,intense,15,0.02,0.02
13,rapid,15,0.01,0.01
14,returned,15,0.01,0.0
15,against,15,0.01,0.01
16,steel,15,0.01,0.0
17,eight,15,0.01,0.0
18,giving,15,0.01,0.0
19,history,15,0.0,0.0
20,cold,4,0.03,0.02
