,context,n_concepts,mean_tfidf,mean_diff
0,being,34,0.01,0.0
1,include,33,0.01,0.0
2,uses,33,0.01,0.0
3,identified,33,0.0,0.0
4,with,32,0.02,0.01
5,been,31,0.01,0.0
6,by,30,0.02,0.01
7,had,30,0.01,0.0
8,both,30,0.01,0.0
9,beef,30,0.05,0.05
10,shrimp,30,0.02,0.02
11,can,30,0.01,0.01
12,from,29,0.01,0.01
13,instead,29,0.01,0.0
14,latter,29,0.0,0.0
15,next,29,0.0,0.0
16,lower,29,0.01,0.0
17,this,29,0.01,0.0
18,and,29,0.04,0.01
19,at,29,0.01,0.0
20,sweet,8,0.03,0.01
