,context,n_concepts,mean_tfidf,mean_diff
0,tradition,20,0.0,0.0
1,steady,18,0.0,0.0
2,world,18,0.02,0.01
3,spin,18,0.01,0.01
4,meant,18,0.0,0.0
5,band,17,0.01,0.01
6,whereas,17,0.0,0.0
7,diameter,17,0.02,0.02
8,passes,17,0.0,0.0
9,notably,17,0.0,0.0
10,moon,17,0.01,0.01
11,far,17,0.01,0.0
12,raise,17,0.0,0.0
13,exist,16,0.0,0.0
14,1973,16,0.0,0.0
15,god,16,0.0,0.0
16,symbol,16,0.01,0.0
17,successfully,16,0.0,0.0
18,rapidly,16,0.0,0.0
19,almost,16,0.0,0.0
20,square,4,0.02,0.01
