,context,n_concepts,mean_tfidf,mean_diff
0,has,37,0.01,0.0
1,producer,37,0.01,0.0
2,as,36,0.02,0.01
3,are,36,0.01,0.01
4,other,36,0.01,0.0
5,found,35,0.01,0.0
6,compared,35,0.01,0.0
7,project,34,0.01,0.01
8,include,34,0.01,0.01
9,such,34,0.01,0.01
10,present,34,0.01,0.0
11,largest,34,0.01,0.0
12,been,34,0.01,0.0
13,added,34,0.01,0.0
14,eggs,34,0.02,0.02
15,production,33,0.02,0.01
16,water,33,0.02,0.01
17,makes,33,0.01,0.0
18,discovered,33,0.0,0.0
19,mix,33,0.01,0.0
20,red,9,0.04,0.03
