,context,n_concepts,mean_tfidf,mean_diff
0,thick,44,0.01,0.0
1,well,43,0.01,0.01
2,interest,43,0.0,0.0
3,few,43,0.0,0.0
4,could,42,0.01,0.0
5,seasons,41,0.0,0.0
6,fairly,41,0.0,0.0
7,involving,41,0.0,0.0
8,large,41,0.01,0.0
9,removed,41,0.0,0.0
10,according,40,0.0,0.0
11,thought,40,0.0,0.0
12,eighth,40,0.0,0.0
13,whether,40,0.0,0.0
14,and,40,0.04,0.01
15,familiar,39,0.0,0.0
16,26,39,0.0,0.0
17,working,39,0.0,0.0
18,also,39,0.01,0.0
19,surviving,39,0.0,0.0
20,yellow,5,0.07,0.05
