,context,n_concepts,mean_tfidf,mean_diff
0,2008,47,0.0,0.0
1,french,45,0.01,0.0
2,though,45,0.0,0.0
3,due,45,0.0,0.0
4,the,44,0.05,0.02
5,that,44,0.02,0.02
6,later,44,0.01,0.0
7,same,43,0.01,0.0
8,double,43,0.01,0.0
9,when,43,0.01,0.0
10,helped,43,0.0,0.0
11,already,43,0.0,0.0
12,much,43,0.01,0.01
13,unknown,42,0.0,0.0
14,stage,42,0.0,0.0
15,ultimately,42,0.0,0.0
16,what,42,0.01,0.0
17,2006,42,0.0,0.0
18,says,42,0.0,0.0
19,really,42,0.0,0.0
20,green,4,0.02,0.0
