,context,n_concepts,mean_tfidf,mean_diff
0,adding,30,0.0,0.0
1,seeds,29,0.02,0.01
2,etc,29,0.01,0.0
3,plant,28,0.04,0.04
4,or,28,0.02,0.01
5,plants,28,0.02,0.01
6,topped,28,0.01,0.01
7,palm,27,0.01,0.01
8,locally,27,0.01,0.0
9,root,27,0.01,0.0
10,cottage,27,0.0,0.0
11,marketing,27,0.0,0.0
12,1970s,27,0.0,0.0
13,added,26,0.01,0.0
14,sweet,26,0.02,0.02
15,ones,26,0.0,0.0
16,flowers,26,0.02,0.01
17,roots,26,0.01,0.01
18,soil,26,0.01,0.01
19,made,26,0.01,0.01
20,black,4,0.05,0.03
