,food,plant,no-cat,vehicle,all,mammal,relation,vegetable,red,bird,object,fruit,measure,animal,weapon,mean
pepper,0.001102265304939003,0.0011673264505033941,0.0,0.0,0.0010667525589837133,0.0,0.0,0.0010744750991930872,0.0,0.0,0.0010966651057234833,0.0,0.0,0.0,0.0,0.0003671656346228454
watermelon,0.0029397384380284823,0.0030828874861696474,0.0,0.0,0.0027396925589099467,0.0,0.0,0.0,0.0,0.0,0.0028097399043547967,0.003243956829994005,0.0,0.0,0.0,0.0009877343478304585
cherry,0.003743667947758261,0.003976000923156936,0.0,0.0,0.0036906315448585734,0.0,0.0038125844852350556,0.0,0.0,0.0,0.003803957576615774,0.004273167163269079,0.0,0.0,0.0,0.0015533339760595785
heart,0.0008814301080048306,0.0,0.0,0.0,0.0009508483716593524,0.0,0.0011363886455901331,0.0,0.0,0.0,0.0009666145206057593,0.0,0.0,0.0,0.0,0.000262352109724005
crab,0.0012623257510173587,0.0,0.0,0.0,0.0011931632013623772,0.0,0.0,0.0,0.0,0.0,0.001228345365566191,0.0,0.0,0.001136395441023182,0.0,0.0003213486505979406
lentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melon,0.0022773927190435635,0.002289748302428243,0.0,0.0,0.0021311986545592557,0.0,0.0,0.0,0.0,0.0,0.002189902514264045,0.0025782181933557773,0.0,0.0,0.0,0.0007644306922433924
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobster,0.005280827143855874,0.0,0.0,0.0,0.005217377774513474,0.0,0.0,0.0,0.0,0.0,0.00533505501992458,0.0,0.0,0.0051566774779642065,0.0,0.0013993291610838756
ginger,0.0004888400271729056,0.0005108414173766199,0.0,0.0,0.0004593460287573137,0.0,0.0,0.0,0.0,0.0,0.0004723207012574837,0.0,0.0,0.0,0.0,0.00012875654497095484
mango,0.005321960892379491,0.005570051338174326,0.0,0.0,0.004907512430787473,0.0,0.0,0.0,0.0,0.0,0.005063243356775706,0.005992772486609398,0.0,0.0,0.0,0.0017903693669817596
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beet,0.00223880953565698,0.0024293293801497333,0.0,0.0,0.002116829963338246,0.0,0.0,0.0020890563141527894,0.0,0.0,0.0021608037540695865,0.0,0.0,0.0,0.0,0.0007356552631578225
wine,0.0017945987601346422,0.0,0.0,0.0,0.0018053562331716956,0.0,0.00191970194077919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003679771289390352
grape,0.0013594083963791117,0.0014141710918847451,0.0,0.0,0.0013492060894409153,0.0,0.0,0.0,0.0,0.0,0.0013749263721854787,0.00152597266872194,0.0,0.0,0.0015075937879977454,0.0005687518937739957
tomato,0.0008018753592298129,0.0008470365717754057,0.0,0.0,0.0007294884842218096,0.0,0.0,0.0007855615948025398,0.0,0.0,0.0007527554919983469,0.0,0.0,0.0,0.0,0.00026111450013519433
vegetable,0.00425283426283616,0.004488194671881794,0.0,0.0,0.00399961833662848,0.0,0.0,0.004134302559759344,0.0,0.0,0.004137892905032141,0.0,0.0,0.0,0.0,0.0014008561824091945
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,0.002508766889943225,0.002663741757475335,0.0,0.0,0.0022823949426657277,0.0,0.0,0.0027048637222363836,0.0,0.0,0.0023489817238148717,0.0,0.0,0.0,0.0,0.0008339166024090362
sauce,0.0006306375434970139,0.0,0.0,0.0,0.0005651651982681533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.972018278434448e-05
raspberry,0.00828266178359906,0.008846519641773317,0.007295492288135667,0.0,0.0076911288943569325,0.0,0.0,0.0,0.0,0.0,0.007945109464051475,0.009509500061211509,0.0,0.0,0.0,0.003304694142208531
cake,0.0016666125856227565,0.0,0.0,0.0,0.0015986529395066583,0.0,0.0,0.0,0.0,0.0,0.0016185162011139406,0.0,0.0,0.0,0.0,0.00032558544841622373
tongue,0.0011424580593004123,0.0,0.0018337947435134478,0.0,0.0013007235149852716,0.0,0.0,0.0,0.0,0.0,0.0013353594856850002,0.0,0.0,0.0,0.0,0.0003741557202322755
apricot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candy,0.008953866506462165,0.0,0.0,0.0,0.00913225208423411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012057412393797517
vinegar,0.000718939318455679,0.0,0.0,0.0,0.0006384372572415522,0.0,0.0006945800867443032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013679711082943563
egg,0.001832210672342219,0.0,0.0,0.0,0.0017705488089397082,0.0,0.0,0.0,0.0,0.0,0.0017048064670177336,0.0,0.0,0.0,0.0,0.0003538377298866441
cream,0.0004597541596098171,0.0,0.0,0.0,0.0004476501225686395,0.0,0.0,0.0,0.0,0.0,0.0004402501526317882,0.0,0.0,0.0,0.0,8.984362898734966e-05
guava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.0033531298219001077,0.003306453158519275,0.0,0.0,0.003023225492686203,0.0,0.0,0.003700695472250178,0.0,0.0,0.0029785274550759044,0.0,0.0,0.0,0.0,0.0010908020933621113
mamey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemon,0.00030635830566337906,0.0002884421037200218,0.0,0.0,0.00025446409733202084,0.0,0.0,0.0,0.0,0.0,0.00024952717116765333,0.0003077899781963398,0.0,0.0,0.0,9.377211040529432e-05
banana,0.00048056136257851697,0.0005041230367677186,0.0,0.0,0.0005096836638366898,0.0,0.0,0.0,0.0,0.0,0.0005102161918541721,0.0005524401347270113,0.0,0.0,0.0,0.00017046829265094057
herring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broccoli,0.0015946705790226565,0.0016904149265149625,0.0,0.0,0.0014501403398085849,0.0,0.0,0.002138143062756168,0.0,0.0,0.0014498845562355407,0.0,0.0,0.0,0.0,0.0005548835642891942
gherkin,0.03560408021812515,0.0,0.0,0.0,0.03266094049731617,0.0,0.0,0.021211426947671072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596509651087416
raisin,0.0022891777970956177,0.0,0.0,0.0,0.002113966036232832,0.0,0.0,0.0,0.0,0.0,0.0019923570785165337,0.0025532059060149256,0.0,0.0,0.0,0.000596580454523994
chocolate,0.0016757927446801714,0.0,0.0,0.0,0.001551855943447215,0.0,0.0014613739382501152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031260150842516674
cilantro,0.000663670803218373,0.0006493979428399461,0.0,0.0,0.0005511748248547026,0.0,0.0,0.0,0.0,0.0,0.0005313678731698035,0.0,0.0,0.0,0.0,0.00015970742960552166
slug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.0008844547343983294,0.0,0.0,0.0,0.0009696631048466143,0.0,0.0009541346199821944,0.0,0.0,0.0,0.0009541142519464753,0.0,0.0,0.0,0.0,0.00025082444741157423
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.00032292713039351904,0.0003100209658522683,0.0,0.0,0.0002581895562413003,0.0,0.0,0.0,0.0,0.0,0.00024507223144907864,0.0,0.0,0.0,0.0,7.574732559574442e-05
avocado,0.0021040646213525025,0.002055189282789893,0.0,0.0,0.0018899600594487634,0.0,0.0,0.0,0.0,0.0,0.0018478862637121036,0.002194959192626759,0.0,0.0,0.0,0.0006728039613286681
cinnamon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artichoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celery,0.0006163404962635014,0.0006101822503741595,0.0,0.0,0.0005139615782673275,0.0,0.0,0.0006791374899332192,0.0,0.0,0.0004990287689011389,0.0,0.0,0.0,0.0,0.0001945767055826231
chicken,0.0010375254518941222,0.0,0.0,0.0,0.0009366784805700292,0.0,0.0,0.0,0.0,0.0011313346098953824,0.0009172828801592452,0.0,0.0,0.0009545608267066512,0.0,0.0003318254832816953
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
honey,0.0018911357037179229,0.0,0.0,0.0,0.0018848970393669316,0.0,0.0,0.0,0.0,0.0,0.0018452031955394272,0.0,0.0,0.0,0.0,0.00037474906257495207
coconut,0.0023088387745492937,0.0022997625933779153,0.0,0.0,0.00219556488075202,0.0,0.0,0.0,0.0,0.0,0.0021429065970779465,0.002395492941973928,0.0,0.0,0.0,0.0007561710525154069
yogurt,0.0007468821461372551,0.0,0.0,0.0,0.0006863826050202887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.555098341050292e-05
carrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereal,0.0029898621441231195,0.00292499419108184,0.0,0.0,0.0030143182318491005,0.0,0.0,0.0,0.0,0.0,0.00294130426254836,0.0,0.0,0.0,0.0,0.000791365255306828
milk,0.0009341293140133377,0.0,0.0,0.0,0.0008880353441867398,0.0,0.0008302009247173114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001768243721944926
truffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee,0.0013286919169385972,0.001276196346634931,0.0,0.0,0.0013387153000373145,0.0,0.0013063356263224404,0.0,0.0,0.0,0.0013210315802244656,0.0014280806581449218,0.0,0.0,0.0,0.0005332700952201781
vanilla,0.0007921936778014895,0.0007717675222190123,0.0,0.0,0.000706791112041527,0.0,0.0,0.0,0.0,0.0,0.0006908049568681372,0.0,0.0,0.0,0.0,0.0001974371512620111
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custard,0.005381467239511704,0.0,0.0,0.0,0.004910005734648229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006860981982773288
dog,0.0004653735785927773,0.0,0.0005310258874758061,0.0,0.0005228380432533195,0.0007528118166305391,0.0,0.0,0.0,0.0,0.0005235988123439453,0.0,0.0,0.0005813996910590825,0.0,0.00022513652195703133
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wheat,0.00031386225909305375,0.0003123746972865114,0.0,0.0,0.0003057274664917564,0.0,0.0,0.0,0.0,0.0,0.000302051780878461,0.0,0.0,0.0,0.0,8.226774691665218e-05
potato,0.0005659033853952049,0.0005499694946602707,0.0,0.0,0.0005487141953366188,0.0,0.0,0.0005873657482443939,0.0,0.0,0.000539354140032116,0.0,0.0,0.0,0.0,0.0001860871309112403
lime,0.000340419103558849,0.0003252887714876455,0.0,0.0,0.0002862199798128013,0.0,0.0002508094525655751,0.0,0.0,0.0,0.00028172647438069043,0.0003496418257651628,0.0,0.0,0.0,0.00012227370717138162
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peony,0.0,0.003927874046435596,0.0,0.0,0.004597634509763508,0.0,0.0,0.0,0.0,0.0,0.004655353343265718,0.0,0.0,0.0,0.0,0.0008787241266309882
vine,0.0,0.0014848548717082764,0.0,0.0,0.0015431041557282304,0.0,0.0,0.0,0.0,0.0,0.001534337227423273,0.0,0.0,0.0,0.0,0.00030415308365731863
flower,0.0,0.023116570335677992,0.0,0.0,0.024266981589014316,0.0,0.0,0.0,0.0,0.0,0.024734452678973312,0.0,0.03247565484971401,0.0,0.0,0.006972910630225307
carnation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pansy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogwood,0.0,0.009218889999410822,0.0,0.0,0.014119499226754366,0.0,0.011144688799125205,0.0,0.0,0.0,0.009270364791597895,0.0,0.0,0.0,0.0,0.0029168961877925528
fern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weed,0.0,0.001015667765453815,0.0,0.0,0.001126852555397638,0.0,0.0,0.0,0.0,0.0,0.001112742814794174,0.0,0.0,0.0,0.0,0.00021701754237637513
peanut,0.0,0.000498121154407907,0.0,0.0,0.0004556382478294595,0.0,0.0,0.0,0.0,0.0,0.0004398687269802375,0.0005563392021060846,0.0,0.0,0.0,0.0001299978220882459
chive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bus,0.0,0.0,0.0006218458472664804,0.0007387140326295073,0.0004813124111039106,0.0,0.0,0.0,0.0,0.0,0.0004866413125251505,0.0,0.0,0.0,0.0,0.00015523424023500325
chameleon,0.0,0.0,0.011094130420384249,0.0,0.012538479577165067,0.0,0.0,0.0,0.0,0.0,0.00864739453295301,0.0,0.0,0.010417974767491829,0.0,0.00284653195319961
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0,0.0,0.00214624456813797,0.0027397457918077067,0.0019881616043114936,0.0030512808923362214,0.0,0.0,0.0,0.0,0.001997763354193351,0.0,0.0,0.0024899689445352,0.0,0.0009608776770214628
balloon,0.0,0.0,0.0,0.007619999582984891,0.004707157062781354,0.0,0.0,0.0,0.0,0.0,0.004808095333996029,0.0,0.0,0.0,0.0,0.0011423501319841518
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeep,0.0,0.0,0.0,0.0004063145479047107,0.0002339354031234524,0.0,0.0,0.0,0.0,0.0,0.00025050214564326155,0.0,0.0,0.0,0.0,5.938347311142831e-05
ambulance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0,0.0,0.0,0.008091424663905725,0.0,0.0,0.0,0.0,0.0,0.008251838017435217,0.0,0.010673959447531503,0.0,0.0,0.0018011481419248298
fox,0.0,0.0,0.0,0.0,0.0005734920559744787,0.0007475404016224102,0.000772072154319541,0.0,0.0,0.0,0.0005717976886379185,0.0,0.0,0.0006873054650049692,0.0,0.00022348051770395452
clothing,0.0,0.0,0.0,0.0,0.015918016712562096,0.0,0.0,0.0,0.0,0.0,0.01615602392370624,0.0,0.0,0.0,0.0,0.002138269375751222
fruit,0.0,0.0,0.0,0.0,0.007571495697315383,0.0,0.0,0.0,0.0,0.0,0.0077116773956146184,0.007873818667724923,0.0,0.0,0.0,0.0015437994507103282
brick,0.0,0.0,0.0,0.0,0.0029196583917139767,0.0,0.0,0.0,0.0,0.0,0.00298652544062891,0.0,0.0,0.0,0.0,0.0003937455888228591
oven,0.0,0.0,0.0,0.0,0.00016473152428083453,0.0,0.0,0.0,0.0,0.0,0.00016616930734677645,0.0,0.0,0.0,0.0,2.2060055441840733e-05
dress,0.0,0.0,0.0,0.0,0.017969420595175516,0.0,0.0,0.0,0.0,0.0,0.0183543247492632,0.0,0.0,0.0,0.0,0.002421583022962581
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0025525007884764465,0.0,0.0,0.0,0.0,0.0,0.0025780198421562674,0.0,0.0,0.0,0.0,0.0003420347087088476
anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.002134992080193171,0.0,0.0,0.0,0.00289351449660238,0.0,0.0,0.0,0.0,0.0,0.0,0.00033523377178637005
lip,0.0,0.0,0.0,0.0,0.0010394384446729015,0.0,0.0,0.0,0.0,0.0,0.0010413569933687198,0.0,0.0,0.0,0.0,0.0001387196958694414
pot,0.0,0.0,0.0,0.0,0.00016059129713449403,0.0,0.00022074084256724571,0.0,0.0,0.0,0.00015935923773523138,0.0,0.0003694935798644901,0.0,0.0,6.0678997153430746e-05
football,0.0,0.0,0.0,0.0,0.0006996886499788838,0.0,0.0,0.0,0.0,0.0,0.0007145274145194163,0.0,0.0,0.0,0.0,9.428107096655334e-05
ladybird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couch,0.0,0.0,0.0,0.0,0.0006155839386507335,0.0,0.0005968799642299956,0.0,0.0,0.0,0.0006269421384431761,0.0,0.0,0.0,0.0,0.00012262706942159368
barn,0.0,0.0,0.0,0.0,0.001702628567632967,0.0,0.0,0.0,0.0,0.0,0.0017363551019592889,0.0,0.0023813070741874466,0.0,0.0,0.00038801938291864685
paint,0.0,0.0,0.0,0.0,0.010208176563604168,0.0,0.011356086196111687,0.0,0.0,0.0,0.010441961570425469,0.0,0.0,0.0,0.0,0.0021337482886760882
lipstick,0.0,0.0,0.0,0.0,0.006272304843503415,0.0,0.0,0.0,0.0,0.0,0.006464795563212607,0.0,0.0,0.0,0.0,0.0008491400271144015
ant,0.0,0.0,0.0,0.0,0.003989180510768827,0.0,0.0,0.0,0.0,0.0,0.003947832655124953,0.0,0.0,0.005038033246096113,0.0,0.0008650030941326595
ink,0.0,0.0,0.0,0.0,0.0018076874714723094,0.0,0.0021936254266549404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002667541932084833
hair,0.0,0.0,0.0,0.0,0.006095645297786824,0.0,0.0,0.0,0.0,0.0,0.0062242164000008305,0.0,0.008509358787956611,0.0,0.0,0.0013886146990496177
clarinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0,0.0,0.0,0.0,0.00044746420829103607,0.0,0.0,0.0,0.0,0.0007319676435941252,0.00047076143409706953,0.0,0.0,0.0006257826261364362,0.0,0.0001517317274745778
ruby,0.0,0.0,0.0,0.0,0.001708903743521813,0.0,0.002291489119501945,0.0,0.0,0.0,0.0017496106713014593,0.0,0.0,0.0,0.0,0.00038333356895501453
miner,0.0,0.0,0.0,0.0,0.00029745491403136405,0.0,0.0,0.0,0.0,0.0,0.00030472681366665777,0.0,0.0,0.0,0.0,4.0145448513201455e-05
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pit,0.0,0.0,0.0,0.0,0.0007088567249355862,0.0,0.0,0.0,0.0,0.0,0.000703611303199946,0.0,0.0,0.0,0.0,9.416453520903547e-05
blackboard,0.0,0.0,0.0,0.0,0.003166115860226721,0.0,0.0,0.0,0.0,0.0,0.0032167410004201916,0.0,0.0,0.0,0.0,0.00042552379070979416
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shiitake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.00197173446088889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019266815663558522,0.0,0.0,0.00025989440181631616
fear,0.0,0.0,0.0,0.0,0.0002103760667732831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4025071118218874e-05
eye,0.0,0.0,0.0,0.0,0.004233653356729058,0.0,0.0,0.0,0.0,0.0,0.004189787596661373,0.0,0.0,0.0,0.0,0.0005615627302260287
frog,0.0,0.0,0.0,0.0,0.0024054232263385714,0.0,0.0,0.0,0.0,0.0,0.0024344981562174554,0.0,0.0,0.0029039316375941617,0.0,0.0005162568680100126
tiger,0.0,0.0,0.0,0.0,0.00022715456210112427,0.0003570879750160886,0.0,0.0,0.0,0.0,0.00023309333339846316,0.0,0.0,0.00023072472791468832,0.0,6.987070656202428e-05
lark,0.0,0.0,0.0,0.0,0.008238905530466155,0.0,0.0,0.0,0.0,0.007908702297051595,0.008246791026390707,0.0,0.0,0.006073228070697293,0.0,0.00203117512830705
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.002886461077164323,0.00431355339750873,0.0,0.0,0.0,0.0,0.0028891150598673314,0.0,0.0,0.0031803777924869435,0.0,0.0008846338218018219
