,context,n_concepts,mean_tfidf,mean_diff,evidence
0,burning,6,0.05,0.05,-
1,provide,6,0.02,0.01,-
2,nearly,5,0.0,0.0,-
3,fell,5,0.01,0.0,-
4,tools,5,0.0,0.0,-
5,range,5,0.01,0.0,-
6,generated,5,0.01,0.01,-
7,flame,5,0.07,0.07,-
8,readily,5,0.02,0.02,-
9,1880s,5,0.0,0.0,-
10,lit,5,0.04,0.04,-
11,lighting,5,0.02,0.02,-
12,cliff,5,0.0,0.0,-
13,rapid,5,0.01,0.01,-
14,again,5,0.01,0.0,-
15,by,5,0.02,0.01,-
16,destroyed,5,0.01,0.01,-
17,peak,5,0.01,0.0,-
18,produce,5,0.01,0.01,-
19,fire,5,0.04,0.04,-
20,hot,3,0.05,0.04,-
