,context,n_concepts,mean_tfidf,mean_diff,evidence
0,salmon,6,0.02,0.02,-
1,tend,6,0.0,0.0,-
2,numerous,6,0.0,0.0,-
3,tourism,6,0.0,0.0,-
4,1870s,6,0.0,0.0,-
5,wisconsin,6,0.01,0.0,-
6,et,6,0.0,0.0,-
7,ontario,6,0.0,0.0,-
8,indicate,6,0.0,0.0,-
9,frequently,6,0.0,0.0,-
10,adults,6,0.0,0.0,-
11,locals,6,0.0,0.0,-
12,locations,6,0.0,0.0,-
13,occasional,6,0.0,0.0,-
14,entire,6,0.0,0.0,-
15,notably,6,0.0,0.0,-
16,locally,6,0.0,0.0,-
17,blue,6,0.02,0.01,-
18,annual,6,0.0,0.0,-
19,dramatically,6,0.0,0.0,-
20,blue,6,0.02,0.01,-
