,context,n_concepts,mean_tfidf,mean_diff,evidence
0,hot,50,0.05,0.04,p
1,heat,50,0.04,0.04,p
2,flame,48,0.01,0.01,i
3,cooked,47,0.04,0.03,r
4,crisp,44,0.01,0.01,r
5,steam,44,0.04,0.04,i
6,warmed,44,0.01,0.01,n
7,cook,43,0.03,0.03,r
8,cooks,43,0.01,0.01,r
9,warm,43,0.02,0.01,n
10,burnt,42,0,0,r
11,arrange,42,0,0,u
12,burning,42,0.04,0.03,n
13,smoked,42,0.01,0.01,r
14,wood,41,0.04,0.03,u
15,restaurant,41,0.02,0.01,u
16,meal,41,0.02,0.01,i
17,log,41,0.01,0.01,u
18,steamed,41,0.01,0.01,r
19,oven,41,0.1,0.08,i
20,hot,50,0.05,0.04,p
