context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
they,68,0.01,0.0,0.0,0.02
be,65,0.01,0.01,0.0,0.03
had,61,0.01,0.01,0.0,0.05
having,61,0.0,0.0,0.0,0.02
well,60,0.01,0.0,0.0,0.02
up,59,0.01,0.01,0.01,0.09
in,58,0.03,0.01,0.01,0.08
that,58,0.01,0.01,0.01,0.03
as,58,0.02,0.01,0.01,0.03
until,58,0.01,0.0,0.0,0.03
30,58,0.01,0.01,0.0,0.03
then,57,0.01,0.01,0.0,0.02
brought,57,0.0,0.0,0.0,0.02
another,56,0.01,0.0,0.0,0.02
she,56,0.01,0.01,0.0,0.05
not,56,0.01,0.0,0.0,0.04
come,56,0.01,0.0,0.0,0.05
from,55,0.01,0.01,0.01,0.03
sold,55,0.01,0.0,0.0,0.02
20,55,0.01,0.01,0.0,0.04
have,55,0.01,0.0,0.0,0.03
john,55,0.01,0.01,0.0,0.1
the,54,0.05,0.02,0.03,0.13
on,54,0.02,0.01,0.01,0.06
for,54,0.02,0.01,0.01,0.05
but,54,0.01,0.01,0.0,0.09
their,54,0.01,0.0,0.0,0.03
running,54,0.01,0.01,0.0,0.02
horse,54,0.02,0.02,0.0,0.27
hard,54,0.0,0.0,0.0,0.02
about,54,0.01,0.0,0.0,0.02
addition,54,0.0,0.0,0.0,0.01
and,53,0.03,0.01,0.02,0.04
time,53,0.01,0.01,0.01,0.04
his,53,0.01,0.01,0.01,0.04
run,53,0.01,0.01,0.0,0.03
father,53,0.01,0.0,0.0,0.02
10,53,0.01,0.01,0.0,0.04
were,53,0.01,0.01,0.0,0.02
this,53,0.01,0.0,0.01,0.02
14,53,0.01,0.01,0.0,0.07
15,53,0.01,0.0,0.0,0.03
different,53,0.0,0.0,0.0,0.01
initially,53,0.0,0.0,0.0,0.01
kept,53,0.0,0.0,0.0,0.01
noted,53,0.0,0.0,0.0,0.01
off,52,0.02,0.01,0.01,0.06
to,52,0.03,0.01,0.01,0.07
or,52,0.01,0.01,0.01,0.04
when,52,0.01,0.01,0.01,0.03
other,52,0.01,0.0,0.0,0.05
day,52,0.02,0.01,0.0,0.37
self,52,0.01,0.0,0.0,0.03
500,52,0.02,0.01,0.0,0.44
bought,52,0.01,0.0,0.0,0.03
instead,52,0.0,0.0,0.0,0.05
eventually,52,0.0,0.0,0.0,0.01
went,52,0.01,0.0,0.0,0.03
closed,52,0.0,0.0,0.0,0.02
because,52,0.01,0.0,0.0,0.02
saw,52,0.01,0.0,0.0,0.02
still,52,0.0,0.0,0.0,0.02
recognized,52,0.0,0.0,0.0,0.02
back,51,0.01,0.01,0.0,0.05
of,51,0.03,0.01,0.02,0.06
three,51,0.02,0.01,0.01,0.09
six,51,0.01,0.01,0.0,0.04
also,51,0.01,0.0,0.01,0.01
jack,51,0.01,0.01,0.0,0.05
working,51,0.0,0.0,0.0,0.03
several,51,0.01,0.0,0.0,0.05
few,51,0.0,0.0,0.0,0.04
winning,51,0.01,0.0,0.0,0.02
did,51,0.0,0.0,0.0,0.01
served,51,0.01,0.01,0.0,0.05
included,51,0.01,0.0,0.0,0.02
success,51,0.0,0.0,0.0,0.04
especially,51,0.0,0.0,0.0,0.01
george,51,0.01,0.0,0.0,0.03
000,50,0.02,0.01,0.01,0.06
part,50,0.01,0.0,0.0,0.02
so,50,0.01,0.0,0.0,0.02
both,50,0.01,0.0,0.0,0.02
second,50,0.01,0.01,0.0,0.04
caught,50,0.01,0.01,0.0,0.05
years,50,0.01,0.0,0.0,0.01
eight,50,0.01,0.01,0.0,0.06
process,50,0.0,0.0,0.0,0.02
very,50,0.01,0.0,0.0,0.02
recently,50,0.0,0.0,0.0,0.01
act,50,0.0,0.0,0.0,0.02
resulted,50,0.0,0.0,0.0,0.02
heavily,50,0.0,0.0,0.0,0.01
source,50,0.01,0.01,0.0,0.08
more,50,0.01,0.0,0.0,0.04
lives,50,0.01,0.01,0.0,0.1
year,49,0.01,0.01,0.01,0.04
her,49,0.01,0.01,0.0,0.04
re,49,0.01,0.01,0.01,0.04
where,49,0.01,0.0,0.0,0.02
around,49,0.01,0.0,0.0,0.01
will,49,0.01,0.0,0.0,0.02
mother,49,0.0,0.0,0.0,0.01
put,49,0.01,0.0,0.0,0.04
began,49,0.01,0.0,0.0,0.02
days,49,0.0,0.0,0.0,0.01
level,49,0.01,0.0,0.0,0.02
april,49,0.01,0.0,0.0,0.02
better,49,0.0,0.0,0.0,0.01
less,49,0.0,0.0,0.0,0.02
itself,49,0.0,0.0,0.0,0.02
