,context,n_concepts,mean_tfidf,mean_diff,evidence
0,it,13,0.02,0.01,-
1,la,12,0.02,0.02,-
2,produced,12,0.01,0.01,-
3,titled,12,0.01,0.01,-
4,forms,11,0.01,0.0,-
5,found,11,0.01,0.0,-
6,recorded,11,0.01,0.01,-
7,resembles,11,0.01,0.01,-
8,beautiful,11,0.02,0.01,-
9,piece,11,0.01,0.0,-
10,ms,11,0.01,0.0,-
11,mare,11,0.02,0.02,-
12,little,11,0.03,0.02,-
13,name,11,0.01,0.01,-
14,produce,11,0.0,0.0,-
15,released,11,0.02,0.02,-
16,goddess,11,0.05,0.04,-
17,white,11,0.02,0.01,-
18,lamb,11,0.01,0.01,-
19,milk,11,0.05,0.05,-
20,female,9,0.02,0.02,-
