,context,n_concepts,mean_tfidf,mean_diff,evidence
0,asian,12,0.01,0.0,-
1,asia,11,0.0,0.0,-
2,lizard,11,0.03,0.03,-
3,amazon,11,0.01,0.0,-
4,threatened,10,0.01,0.01,-
5,species,10,0.06,0.04,-
6,serpent,10,0.0,0.0,-
7,member,10,0.01,0.0,-
8,fairly,10,0.0,0.0,-
9,guinea,10,0.01,0.0,-
10,derived,10,0.0,0.0,-
11,islands,10,0.01,0.0,-
12,ranges,10,0.0,0.0,-
13,creatures,10,0.03,0.02,-
14,formerly,10,0.0,0.0,-
15,habitat,10,0.01,0.01,-
16,smallest,10,0.01,0.01,-
17,tropical,10,0.0,0.0,-
18,critically,10,0.01,0.01,-
19,green,10,0.02,0.02,-
20,green,10,0.02,0.02,-
