,context,n_concepts,mean_tfidf,mean_diff,evidence
0,nearly,6,0.01,0.01,u
1,walks,6,0.01,0,u
2,dropping,6,0.01,0.01,u
3,disappearing,5,0,0,u
4,ambitious,5,0,0,u
5,map,5,0,0,u
6,sneak,5,0,0,u
7,districts,5,0,0,u
8,bulk,5,0,0,u
9,cemetery,5,0,0,u
10,inhabitants,5,0,0,u
11,longest,5,0.02,0.01,u
12,idaho,5,0,0,u
13,partner,5,0.01,0.01,u
14,rely,5,0,0,u
15,225,5,0,0,u
16,wolf,5,0.01,0.01,u
17,density,5,0.01,0.01,u
18,460,5,0,0,u
19,busy,5,0,0,u
20,cold,3,0.02,0.02,p
