,context,n_concepts,mean_tfidf,mean_diff,evidence
0,thin,46,0.01,0.01,-
1,large,45,0.01,0.01,-
2,or,45,0.03,0.02,-
3,floor,45,0.02,0.02,-
4,thick,44,0.02,0.02,-
5,and,43,0.05,0.01,-
6,replaced,41,0.01,0.0,-
7,oil,41,0.01,0.01,-
8,along,41,0.01,0.01,-
9,except,40,0.0,0.0,-
10,finished,40,0.01,0.01,-
11,slowly,40,0.0,0.0,-
12,including,40,0.01,0.0,-
13,house,40,0.01,0.01,-
14,layer,39,0.02,0.02,-
15,continued,39,0.01,0.0,-
16,slightly,39,0.0,0.0,-
17,regular,39,0.0,0.0,-
18,continues,39,0.0,0.0,-
19,mud,39,0.01,0.01,-
20,warm,36,0.02,0.01,-
