,context,n_concepts,mean_tfidf,mean_diff,evidence
0,crops,16,0.01,0.01,-
1,planting,16,0.01,0.01,-
2,harvest,16,0.01,0.01,-
3,passion,16,0.01,0.01,-
4,growing,15,0.01,0.0,-
5,festival,15,0.01,0.01,-
6,production,15,0.01,0.01,-
7,crop,15,0.02,0.02,-
8,tropical,15,0.02,0.02,-
9,banana,15,0.04,0.03,-
10,pear,15,0.02,0.02,-
11,pie,15,0.1,0.09,-
12,growers,14,0.05,0.04,-
13,town,14,0.0,0.0,-
14,patch,14,0.01,0.01,-
15,farmer,14,0.02,0.01,-
16,fields,14,0.01,0.01,-
17,farming,14,0.01,0.01,-
18,varieties,14,0.02,0.01,-
19,fruit,14,0.05,0.04,-
20,round,4,0.0,0.0,-
