,context,n_concepts,mean_tfidf,mean_diff,evidence
0,mix,11,0.01,0.01,u
1,spilled,11,0.01,0.01,u
2,cafe,11,0.02,0.02,u
3,organic,10,0.01,0.01,u
4,reduces,10,0,0,u
5,lots,10,0,0,u
6,check,10,0,0,u
7,grow,10,0,0,u
8,sample,10,0,0,u
9,cart,10,0,0,u
10,adds,10,0,0,u
11,sometimes,10,0,0,u
12,spirits,10,0.01,0.01,u
13,bottles,10,0.05,0.05,i
14,honey,10,0.01,0.01,u
15,concentrate,10,0.02,0.02,u
16,frozen,10,0.01,0.01,n
17,beer,10,0.03,0.03,i
18,gallons,10,0.02,0.02,u
19,soft,10,0.01,0.01,u
20,cold,9,0.03,0.02,p
