,context,n_concepts,mean_tfidf,mean_diff,evidence
0,favorite,10,0.01,0.0,-
1,oak,10,0.04,0.03,-
2,tables,10,0.01,0.01,-
3,handsome,10,0.01,0.01,-
4,resembles,9,0.0,0.0,-
5,crowded,9,0.0,0.0,-
6,attractive,9,0.0,0.0,-
7,fields,9,0.0,0.0,-
8,umbrella,9,0.0,0.0,-
9,oldest,9,0.0,0.0,-
10,entirely,9,0.0,0.0,-
11,lit,9,0.0,0.0,-
12,haven,9,0.0,0.0,-
13,houses,9,0.01,0.01,-
14,grown,9,0.0,0.0,-
15,bend,9,0.01,0.01,-
16,appealing,9,0.0,0.0,-
17,rocky,9,0.0,0.0,-
18,paradise,9,0.0,0.0,-
19,heights,9,0.0,0.0,-
20,wooden,7,0.03,0.02,-
21,wood,7,0.04,0.03,-
