,context,n_concepts,mean_tfidf,mean_diff,evidence
0,southeastern,10,0.0,0.0,-
1,historically,10,0.0,0.0,-
2,continued,10,0.0,0.0,-
3,unknown,10,0.0,0.0,-
4,currently,10,0.0,0.0,-
5,best,10,0.01,0.0,-
6,some,10,0.01,0.0,-
7,states,10,0.0,0.0,-
8,free,9,0.01,0.0,-
9,earlier,9,0.0,0.0,-
10,pronounced,9,0.0,0.0,-
11,took,9,0.01,0.0,-
12,black,9,0.04,0.03,-
13,succeeded,9,0.0,0.0,-
14,first,9,0.01,0.0,-
15,year,9,0.01,0.01,-
16,miller,9,0.0,0.0,-
17,less,9,0.0,0.0,-
18,recalls,9,0.0,0.0,-
19,obtained,9,0.0,0.0,-
20,black,9,0.04,0.03,-
