,context,n_concepts,mean_tfidf,mean_diff,evidence
0,eggs,20,0.06,0.05,-
1,fish,19,0.04,0.03,-
2,large,18,0.01,0.01,-
3,species,17,0.04,0.03,-
4,egg,17,0.05,0.04,-
5,duck,17,0.04,0.04,-
6,begins,17,0.01,0.0,-
7,include,17,0.0,0.0,-
8,along,17,0.01,0.01,-
9,both,17,0.01,0.0,-
10,menu,17,0.01,0.01,-
11,size,16,0.01,0.01,-
12,fried,16,0.06,0.06,-
13,salmon,16,0.06,0.06,-
14,turning,16,0.01,0.0,-
15,bird,16,0.03,0.03,-
16,warm,16,0.01,0.01,-
17,spring,16,0.01,0.0,-
18,rare,16,0.01,0.01,-
19,hook,15,0.01,0.01,-
20,eggs,20,0.06,0.05,-
21,egg,17,0.05,0.04,-
