,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fruit,18,0.06,0.05,-
1,flavor,18,0.02,0.01,-
2,flavors,18,0.06,0.05,-
3,peach,17,0.03,0.03,-
4,mint,17,0.02,0.02,-
5,tart,17,0.02,0.01,-
6,aroma,17,0.01,0.01,-
7,scented,17,0.01,0.01,-
8,flavored,17,0.02,0.02,-
9,citrus,17,0.04,0.04,-
10,ripe,17,0.07,0.06,-
11,sorbet,17,0.03,0.03,-
12,watermelon,17,0.03,0.03,-
13,orange,17,0.04,0.03,-
14,berry,16,0.01,0.01,-
15,hint,16,0.01,0.0,-
16,cherry,16,0.03,0.02,-
17,infused,16,0.0,0.0,-
18,pear,16,0.03,0.02,-
19,fruits,16,0.03,0.02,-
20,green,13,0.03,0.02,-
