,context,n_concepts,mean_tfidf,mean_diff,evidence
0,found,35,0.01,0.01,-
1,suddenly,35,0.0,0.0,-
2,black,34,0.03,0.02,-
3,emerged,34,0.0,0.0,-
4,enormous,33,0.0,0.0,-
5,seen,32,0.0,0.0,-
6,vulnerable,32,0.0,0.0,-
7,fire,32,0.0,0.0,-
8,another,32,0.01,0.01,-
9,been,32,0.01,0.0,-
10,one,32,0.02,0.01,-
11,eye,32,0.02,0.02,-
12,allowed,31,0.0,0.0,-
13,identified,31,0.0,0.0,-
14,victim,31,0.0,0.0,-
15,revealed,31,0.0,0.0,-
16,spot,31,0.0,0.0,-
17,appeared,31,0.01,0.0,-
18,evidence,31,0.0,0.0,-
19,laboratory,31,0.0,0.0,-
20,black,34,0.03,0.02,-
