,context,n_concepts,mean_tfidf,mean_diff,evidence
0,raspberry,48,0.04,0.04,-
1,berry,46,0.02,0.02,-
2,grape,44,0.05,0.05,-
3,entitled,44,0.0,0.0,-
4,best,43,0.01,0.01,-
5,honey,43,0.02,0.02,-
6,peach,43,0.04,0.04,-
7,flavours,42,0.01,0.01,-
8,sweet,42,0.03,0.02,-
9,home,42,0.01,0.0,-
10,fruits,42,0.04,0.03,-
11,apple,41,0.06,0.05,-
12,fruit,41,0.07,0.05,-
13,flavors,41,0.03,0.02,-
14,strawberry,41,0.04,0.04,-
15,cherry,40,0.05,0.04,-
16,syrup,40,0.03,0.02,-
17,jam,40,0.02,0.02,-
18,plum,40,0.05,0.05,-
19,seven,40,0.0,0.0,-
20,sweet,42,0.03,0.02,-
