,context,n_concepts,mean_tfidf,mean_diff,evidence
0,20,31,0.01,0.01,u
1,35,30,0.01,0.01,u
2,locked,30,0,0,u
3,pretty,30,0,0,u
4,half,29,0.01,0.01,u
5,40,29,0.01,0.01,u
6,five,29,0.01,0,u
7,better,29,0.01,0.01,u
8,recently,29,0,0,u
9,same,29,0.01,0,u
10,22,28,0.01,0,u
11,return,28,0,0,u
12,spent,28,0,0,u
13,15,28,0.01,0.01,u
14,10,28,0.01,0.01,u
15,per,27,0.01,0.01,u
16,been,27,0.01,0,u
17,1999,27,0,0,u
18,2000,27,0.01,0.01,u
19,17,27,0.01,0,u
20,rolls,26,0.01,0,p
21,roll,25,0.01,0.01,p
22,rolling,24,0.01,0.01,p
23,rolled,19,0.01,0.01,p
