,context,n_concepts,mean_tfidf,mean_diff,evidence
0,lit,54,0.01,0.01,-
1,hot,53,0.04,0.04,-
2,pot,50,0.04,0.03,-
3,cook,49,0.02,0.01,-
4,consists,48,0.01,0.01,-
5,boiling,47,0.02,0.01,-
6,burning,45,0.03,0.03,-
7,cooked,44,0.07,0.06,-
8,specially,43,0.0,0.0,-
9,baked,42,0.07,0.06,-
10,fed,42,0.01,0.01,-
11,burnt,41,0.01,0.01,-
12,reduced,41,0.0,0.0,-
13,rolled,41,0.01,0.01,-
14,heat,41,0.03,0.03,-
15,large,41,0.02,0.01,-
16,famous,40,0.01,0.01,-
17,flame,40,0.02,0.02,-
18,preparing,40,0.01,0.01,-
19,prepared,40,0.02,0.02,-
20,hot,53,0.04,0.04,-
