,context,n_concepts,mean_tfidf,mean_diff,evidence
0,each,10,0.01,0.01,-
1,13,10,0.01,0.01,-
2,plays,9,0.0,0.0,-
3,warm,9,0.02,0.01,-
4,seconds,9,0.0,0.0,-
5,log,9,0.01,0.0,-
6,plus,9,0.01,0.0,-
7,picks,9,0.0,0.0,-
8,pine,9,0.0,0.0,-
9,lift,9,0.0,0.0,-
10,side,9,0.02,0.01,-
11,bubbles,9,0.01,0.01,-
12,arrange,8,0.01,0.01,-
13,costs,8,0.0,0.0,-
14,enough,8,0.01,0.0,-
15,tracking,8,0.0,0.0,-
16,79,8,0.0,0.0,-
17,repeat,8,0.01,0.01,-
18,workout,8,0.0,0.0,-
19,poisoned,8,0.0,0.0,-
20,hot,7,0.13,0.12,-
