,context,n_concepts,mean_tfidf,mean_diff,evidence
0,make,7,0.01,0.01,-
1,expanded,7,0.0,0.0,-
2,for,7,0.02,0.01,-
3,saw,7,0.01,0.0,-
4,process,7,0.01,0.0,-
5,possibly,7,0.0,0.0,-
6,step,7,0.01,0.01,-
7,now,7,0.01,0.0,-
8,house,7,0.02,0.01,-
9,allowed,7,0.0,0.0,-
10,whereas,7,0.0,0.0,-
11,mark,7,0.01,0.0,-
12,event,7,0.01,0.0,-
13,locals,7,0.01,0.0,-
14,18th,7,0.0,0.0,-
15,middle,7,0.0,0.0,-
16,there,7,0.01,0.0,-
17,spain,7,0.0,0.0,-
18,mid,7,0.01,0.0,-
19,stands,7,0.01,0.01,-
20,yellow,1,0.01,0.0,-
