,context,n_concepts,mean_tfidf,mean_diff,evidence
0,mixing,11,0.0,0.0,-
1,begun,10,0.0,0.0,-
2,heated,10,0.02,0.02,-
3,tons,10,0.02,0.02,-
4,instead,10,0.01,0.01,-
5,boasts,10,0.0,0.0,-
6,driving,10,0.01,0.01,-
7,reduced,10,0.01,0.0,-
8,steam,10,0.01,0.01,-
9,mild,10,0.0,0.0,-
10,heavy,10,0.01,0.01,-
11,rolls,10,0.0,0.0,-
12,pronounced,9,0.0,0.0,-
13,villagers,9,0.01,0.01,-
14,processing,9,0.01,0.01,-
15,delivers,9,0.0,0.0,-
16,yields,9,0.0,0.0,-
17,recycled,9,0.0,0.0,-
18,stack,9,0.0,0.0,-
19,contain,9,0.0,0.0,-
20,warm,8,0.02,0.01,-
