,context,n_concepts,mean_tfidf,mean_diff,evidence
0,wine,20,0.03,0.02,-
1,color,20,0.01,0.01,-
2,red,19,0.05,0.04,-
3,varieties,19,0.03,0.03,-
4,plants,19,0.02,0.01,-
5,plum,19,0.03,0.03,-
6,planted,18,0.02,0.02,-
7,cherry,18,0.07,0.07,-
8,plenty,17,0.0,0.0,-
9,vibrant,17,0.0,0.0,-
10,pear,17,0.03,0.02,-
11,variety,17,0.01,0.01,-
12,planting,17,0.01,0.01,-
13,popular,17,0.01,0.01,-
14,green,17,0.02,0.01,-
15,cocktail,16,0.01,0.0,-
16,dried,16,0.04,0.02,-
17,yellow,16,0.02,0.02,-
18,apple,16,0.03,0.02,-
19,flower,16,0.04,0.03,-
20,red,19,0.05,0.04,-
