,context,n_concepts,mean_tfidf,mean_diff,evidence
0,window,7,0.03,0.03,-
1,note,7,0.0,0.0,-
2,painted,7,0.01,0.0,-
3,bread,7,0.01,0.01,-
4,harry,7,0.0,0.0,-
5,wishes,7,0.0,0.0,-
6,variety,7,0.01,0.0,-
7,drops,7,0.01,0.01,-
8,flowers,7,0.01,0.01,-
9,paintings,7,0.01,0.0,-
10,miller,6,0.0,0.0,-
11,hold,6,0.02,0.01,-
12,campbell,6,0.0,0.0,-
13,burial,6,0.0,0.0,-
14,invited,6,0.0,0.0,-
15,reception,6,0.0,0.0,-
16,ranging,6,0.0,0.0,-
17,portrait,6,0.0,0.0,-
18,dutch,6,0.0,0.0,-
19,arthur,6,0.0,0.0,-
20,cold,3,0.03,0.02,-
