,context,n_concepts,mean_tfidf,mean_diff,evidence
0,blue,1,0.3,0.3,-
1,wilson,1,0.0,0.0,-
2,focusing,1,0.0,0.0,-
3,opera,1,0.0,0.0,-
4,grain,1,0.0,0.0,-
5,opportunities,1,0.0,0.0,-
6,teach,1,0.0,0.0,-
7,territory,1,0.0,0.0,-
8,increases,1,0.0,0.0,-
9,speeds,1,0.0,0.0,-
10,spectators,1,0.0,0.0,-
11,demanded,1,0.0,0.0,-
12,km,1,0.0,0.0,-
13,retirement,1,0.0,0.0,-
14,method,1,0.0,0.0,-
15,wrecked,1,0.0,0.0,-
16,edwards,1,0.0,0.0,-
17,accomplished,1,0.0,0.0,-
18,capitol,1,0.0,0.0,-
19,refusing,1,0.0,0.0,-
20,flying,1,0.03,0.03,-
21,fly,1,0.01,0.01,-
22,flew,1,0.01,0.01,-
23,flies,1,0.01,0.0,-
24,flown,1,0.01,0.0,-
