context,evidence_type,categories
payload,u,vehicle
overhead,u,no-cat vehicle
study,u,vehicle
experimental,u,vehicle
hovering,n,no-cat vehicle
airplanes,i,vehicle
flying,p,vehicle bird food all animal no-cat object
engineer,u,no-cat vehicle
16,u,vehicle
unmanned,u,vehicle
drone,i,vehicle
flown,p,vehicle
aerial,r,vehicle
altitude,r,no-cat vehicle
ejected,r,vehicle
demonstrated,u,no-cat vehicle
quickly,u,no-cat vehicle
flew,p,bird object animal all
as,u,bird
fly,p,object no-cat food all
shot,u,food
route,u,food
november,u,no-cat food
female,u,food
injured,u,food
least,u,food
killing,u,food
dead,u,food
province,u,food
village,u,food
dying,u,food
providing,u,no-cat food
wild,u,food
habitat,u,food
shoot,u,no-cat food
them,u,no-cat food
dined,u,food
especially,u,food
bird,i,animal
the,u,no-cat
tv,u,no-cat
night,u,no-cat
diving,u,no-cat
into,u,no-cat
cloud,r,no-cat
sky,r,no-cat
above,u,no-cat
sun,u,no-cat
in,u,no-cat
visible,u,no-cat
stars,u,no-cat
filled,u,no-cat
satellite,i,no-cat
light,u,no-cat
reported,u,no-cat
is,u,no-cat
that,u,no-cat
from,u,no-cat
black,u,no-cat
out,NA,no-cat
air,r,no-cat
plane,i,no-cat
with,NA,no-cat
was,NA,no-cat
boxes,NA,no-cat
looked,NA,no-cat
feet,NA,no-cat
look,NA,no-cat
ceiling,NA,no-cat
flash,NA,no-cat
colors,u,no-cat
pointed,NA,no-cat
an,NA,no-cat
by,NA,no-cat
will,NA,no-cat
missile,NA,no-cat
fire,NA,no-cat
days,NA,no-cat
rocket,NA,no-cat
which,NA,no-cat
blasted,NA,no-cat
sending,NA,no-cat
after,NA,no-cat
through,NA,no-cat
they,NA,no-cat
then,NA,no-cat
objects,NA,no-cat
be,NA,no-cat
sunday,NA,no-cat
roof,NA,no-cat
team,NA,no-cat
view,NA,no-cat
his,NA,no-cat
before,NA,no-cat
entertainment,NA,no-cat
footage,NA,no-cat
empty,NA,no-cat
if,NA,no-cat
fuel,NA,no-cat
deep,NA,no-cat
seemed,NA,no-cat
burning,NA,no-cat
according,NA,no-cat
single,NA,no-cat
flight,p,no-cat
their,NA,no-cat
would,NA,no-cat
can,NA,no-cat
were,NA,no-cat
reaching,NA,no-cat
images,NA,no-cat
landed,NA,no-cat
sport,NA,no-cat
still,NA,no-cat
could,NA,no-cat
window,NA,no-cat
around,NA,no-cat
began,NA,no-cat
italian,NA,no-cat
darkness,NA,no-cat
international,u,no-cat
telling,NA,no-cat
packed,NA,no-cat
england,NA,no-cat
smith,NA,no-cat
venture,NA,no-cat
leaving,NA,no-cat
reach,NA,no-cat
floor,NA,no-cat
time,NA,no-cat
radio,NA,no-cat
get,NA,no-cat
our,NA,no-cat
two,NA,no-cat
outside,NA,no-cat
cold,NA,no-cat
off,NA,no-cat
buildings,NA,no-cat
shortly,NA,no-cat
vast,NA,no-cat
saying,NA,no-cat
onto,NA,no-cat
anything,NA,no-cat
fired,NA,no-cat
circled,NA,no-cat
space,NA,no-cat
pilot,NA,no-cat
here,NA,no-cat
things,NA,no-cat
ranch,NA,no-cat
program,NA,no-cat
thomas,NA,no-cat
column,NA,no-cat
views,NA,no-cat
surface,NA,no-cat
force,NA,no-cat
first,NA,no-cat
away,NA,no-cat
did,NA,no-cat
every,NA,no-cat
released,NA,no-cat
powder,NA,no-cat
top,NA,no-cat
five,NA,no-cat
small,NA,no-cat
also,NA,no-cat
three,NA,no-cat
cable,NA,no-cat
clean,NA,no-cat
crashed,r,no-cat
started,NA,no-cat
hung,NA,no-cat
bomb,NA,no-cat
make,NA,no-cat
without,NA,no-cat
moment,NA,no-cat
whole,NA,no-cat
hotel,NA,no-cat
landing,NA,no-cat
nine,u,no-cat
station,NA,no-cat
appeared,NA,no-cat
match,NA,no-cat
throughout,NA,no-cat
round,NA,no-cat
riding,NA,no-cat
return,NA,no-cat
glimpse,NA,no-cat
mid,NA,no-cat
beyond,NA,no-cat
yards,NA,no-cat
technologies,NA,no-cat
forcing,NA,no-cat
waiting,NA,no-cat
six,NA,no-cat
life,NA,no-cat
crew,NA,no-cat
too,NA,no-cat
four,NA,no-cat
home,NA,no-cat
reaches,NA,no-cat
fairly,NA,no-cat
picture,NA,no-cat
searching,NA,no-cat
vision,NA,no-cat
windows,NA,no-cat
left,NA,no-cat
forming,NA,no-cat
base,NA,no-cat
dirt,NA,no-cat
display,NA,no-cat
building,NA,no-cat
launched,NA,no-cat
those,NA,no-cat
video,NA,no-cat
position,NA,no-cat
july,NA,no-cat
directly,NA,no-cat
lift,NA,no-cat
unidentified,NA,no-cat
hole,NA,no-cat
screen,NA,no-cat
hours,NA,no-cat
appears,NA,no-cat
yet,NA,no-cat
target,NA,no-cat
pitch,NA,no-cat
directions,NA,no-cat
trace,NA,no-cat
launch,NA,no-cat
limited,NA,no-cat
control,NA,no-cat
flags,NA,no-cat
press,NA,no-cat
atmosphere,NA,no-cat
being,NA,no-cat
wings,r,no-cat
firing,NA,no-cat
finally,NA,no-cat
touched,NA,no-cat
seems,NA,no-cat
flies,p,no-cat
appearing,NA,no-cat
reportedly,u,no-cat
aiming,NA,no-cat
train,NA,no-cat
agreements,NA,no-cat
man,NA,no-cat
goes,NA,no-cat
launching,NA,no-cat
offers,NA,no-cat
spirits,NA,no-cat
spot,NA,no-cat
commentator,NA,no-cat
am,NA,no-cat
pulling,NA,no-cat
side,NA,no-cat
mile,NA,no-cat
door,NA,no-cat
camera,NA,no-cat
made,NA,no-cat
touching,NA,no-cat
sept,NA,no-cat
shattered,NA,no-cat
incoming,NA,no-cat
final,NA,no-cat
600,NA,no-cat
constantly,NA,no-cat
stretch,NA,no-cat
earlier,NA,no-cat
provided,NA,no-cat
nor,NA,no-cat
office,NA,no-cat
engine,NA,no-cat
weekend,NA,no-cat
defense,NA,no-cat
takes,NA,no-cat
player,NA,no-cat
seat,NA,no-cat
use,NA,no-cat
took,NA,no-cat
spy,NA,no-cat
jump,NA,no-cat
hoping,NA,no-cat
glass,NA,no-cat
take,NA,no-cat
kind,NA,no-cat
until,NA,no-cat
partner,NA,no-cat
begin,NA,no-cat
officials,NA,no-cat
sees,NA,no-cat
paying,NA,no-cat
surrounding,NA,no-cat
disappear,NA,no-cat
gathered,NA,no-cat
shots,NA,no-cat
knocking,NA,no-cat
skies,NA,no-cat
passed,NA,no-cat
police,NA,no-cat
circle,NA,no-cat
used,NA,no-cat
war,NA,no-cat
deployed,NA,no-cat
farther,NA,no-cat
tanks,NA,no-cat
spiral,NA,no-cat
projected,NA,no-cat
northwest,NA,no-cat
controlled,NA,no-cat
each,NA,no-cat
let,NA,no-cat
sort,NA,no-cat
location,NA,no-cat
word,NA,no-cat
cost,NA,no-cat
hand,NA,no-cat
800,NA,no-cat
tried,NA,no-cat
either,NA,no-cat
apart,NA,no-cat
features,NA,no-cat
pull,NA,no-cat
release,NA,no-cat
popular,NA,no-cat
asked,NA,no-cat
perfectly,NA,no-cat
cause,NA,no-cat
square,NA,no-cat
calls,NA,no-cat
somewhere,NA,no-cat
behind,NA,no-cat
got,NA,no-cat
nose,NA,no-cat
broke,NA,no-cat
narrow,NA,no-cat
pole,NA,no-cat
spin,NA,no-cat
failed,NA,no-cat
leaves,NA,no-cat
signals,NA,no-cat
system,NA,no-cat
accept,NA,no-cat
repeated,NA,no-cat
carrier,NA,no-cat
moscow,NA,no-cat
cuts,NA,no-cat
fifth,NA,no-cat
getting,NA,no-cat
problem,NA,no-cat
loved,NA,no-cat
easily,NA,no-cat
releasing,NA,no-cat
women,NA,no-cat
working,NA,no-cat
men,NA,no-cat
happened,NA,no-cat
trying,NA,no-cat
inside,NA,no-cat
adding,NA,no-cat
design,NA,no-cat
columbia,u,no-cat
tip,NA,no-cat
perhaps,NA,no-cat
upper,NA,no-cat
contract,NA,no-cat
center,NA,no-cat
planned,NA,no-cat
cited,NA,no-cat
liquid,NA,no-cat
corner,NA,no-cat
pad,NA,no-cat
joining,NA,no-cat
switching,NA,no-cat
remember,NA,no-cat
bang,NA,no-cat
music,NA,no-cat
test,NA,no-cat
produced,NA,no-cat
makes,u,no-cat
later,NA,no-cat
170,NA,no-cat
2008,NA,no-cat
2004,NA,no-cat
capable,NA,no-cat
americans,NA,no-cat
operational,NA,no-cat
entered,NA,no-cat
source,NA,no-cat
focus,NA,no-cat
possibly,NA,no-cat
metres,NA,no-cat
connected,NA,no-cat
right,NA,no-cat
bound,NA,no-cat
walls,NA,no-cat
longer,NA,no-cat
person,NA,no-cat
displays,NA,no-cat
emergency,NA,no-cat
members,NA,no-cat
operate,NA,no-cat
special,NA,no-cat
stuck,NA,no-cat
forced,NA,no-cat
ten,NA,no-cat
mount,NA,no-cat
guided,NA,no-cat
mystery,NA,no-cat
give,NA,no-cat
hits,NA,no-cat
ii,NA,no-cat
officers,NA,no-cat
hundred,NA,no-cat
routine,NA,no-cat
material,NA,no-cat
designed,NA,no-cat
ticket,NA,no-cat
version,NA,no-cat
able,NA,no-cat
causing,NA,no-cat
exactly,NA,no-cat
stand,NA,no-cat
smooth,NA,no-cat
power,NA,no-cat
similar,NA,no-cat
broken,NA,no-cat
knew,NA,no-cat
sydney,NA,no-cat
hughes,NA,no-cat
