,context,n_concepts,mean_tfidf,mean_diff,evidence
0,sale,12,0.0,0.0,-
1,cider,11,0.07,0.07,-
2,rise,11,0.0,0.0,-
3,multiple,11,0.0,0.0,-
4,reached,11,0.0,0.0,-
5,1970s,11,0.0,0.0,-
6,week,11,0.0,0.0,-
7,1993,11,0.0,0.0,-
8,indicate,11,0.0,0.0,-
9,real,11,0.0,0.0,-
10,despite,11,0.0,0.0,-
11,become,11,0.0,0.0,-
12,much,11,0.01,0.0,-
13,multi,11,0.0,0.0,-
14,twenty,11,0.0,0.0,-
15,strongly,11,0.0,0.0,-
16,facility,11,0.0,0.0,-
17,holds,11,0.0,0.0,-
18,47,11,0.0,0.0,-
19,revived,11,0.0,0.0,-
20,sweet,10,0.03,0.02,-
