,food,communication,plant,no-cat,all,mammal,relation,vegetable,bird,object,fruit,measure,animal,weapon,green,mean
lettuce,0.003044148982602222,0.0,0.003038589363671282,0.0,0.002428803836781594,0.0,0.0,0.0035380299024089868,0.0,0.0025347563939226683,0.0,0.0028568939042348503,0.0,0.0,0.0,0.0011627481589081068
herb,0.002726680220545289,0.0,0.0026758589045873834,0.0,0.0027857904073381435,0.0,0.0,0.0,0.0,0.0027526100821903964,0.0,0.0,0.0,0.0,0.0,0.0007293959743107475
guava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.003950064024542346,0.0,0.003949862073569242,0.0,0.0032904080857231815,0.0,0.0,0.004425736502193386,0.0,0.003317311168324062,0.0,0.0,0.0,0.0,0.0,0.0012622254569568147
cabbage,0.001973962970749885,0.0,0.002058601910044628,0.0,0.0017442877853977167,0.0,0.0,0.002158437974987577,0.0,0.001738417607484564,0.0,0.0019050553372154094,0.0,0.0,0.0,0.0007719175723919852
strawberry,0.0006550915903998307,0.0,0.0005678489728403398,0.0,0.0007243715089110816,0.0,0.0,0.0,0.0,0.0006516386143217779,0.000644492256230823,0.0,0.0,0.0,0.0,0.0002162295295135902
cucumber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banana,0.0005897173667659964,0.0,0.0006008085633507359,0.0,0.0005866238670617377,0.0,0.0,0.0,0.0,0.0005824643480798879,0.0005753999397395415,0.0,0.0,0.0,0.0,0.0001956676056665266
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berry,0.0001907789970210947,0.0,0.0,0.0,0.00022164790223962936,0.0,0.0,0.0,0.0,0.00023004916277545752,0.00021860621543097705,0.0,0.0,0.0,0.0,5.740548516447725e-05
broccoli,0.002016818456790827,0.0,0.002251210623808394,0.0,0.0016251462594948998,0.0,0.0,0.002386006359797912,0.0,0.0017072810720109677,0.0,0.0,0.0,0.0,0.0,0.0006657641847935335
radish,0.004645118417105661,0.0,0.00522377821156212,0.0,0.003617667240873581,0.0,0.0,0.006168164554887112,0.0,0.0038288211924045997,0.0,0.0,0.0,0.0,0.0,0.0015655699744555383
rhubarb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cilantro,0.0007206722346109457,0.0,0.0007204909867825158,0.0,0.0005580668795468673,0.0,0.0,0.0,0.0,0.000561614572897513,0.0,0.0,0.0,0.0,0.0,0.0001707229782558561
blackberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olive,0.000809346300139234,0.0,0.0008053549463647409,0.0,0.0007223954997249578,0.0,0.0007080374477595799,0.0,0.0,0.0007131846169798367,0.0007584482836612568,0.0,0.0,0.0,0.0,0.0003011178063086404
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0022257455312788225,0.0,0.002123376181921841,0.0,0.0022487735168588477,0.0,0.0,0.0,0.0,0.002180035852227765,0.002183539718447228,0.0,0.0,0.0,0.0,0.0007307647200489669
grass,0.0020413194038369064,0.0,0.002315824223885537,0.0,0.0020388800639818596,0.0,0.0,0.0,0.0,0.002076624468283737,0.0,0.0,0.0,0.0,0.0,0.0005648432106658693
pepper,0.0011552343427348134,0.0,0.0011112854906433125,0.0,0.0009985565950149024,0.0,0.0,0.0011837346703688267,0.0,0.000990742511932337,0.0,0.0,0.0,0.0,0.0,0.0003626369073796128
watermelon,0.0029326401495485934,0.0,0.00303420288759604,0.0,0.0024332392699809623,0.0,0.0,0.0,0.0,0.002425293438244729,0.002732832079342147,0.0,0.0,0.0,0.0,0.0009038805216474981
salad,0.012425372964642321,0.0,0.0,0.0,0.010485031709766918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015273603116272825
crab,0.001364539717017278,0.0,0.0,0.0,0.0011947550950508284,0.0,0.0,0.0,0.0,0.00118205879568634,0.0,0.0,0.0010784904648970537,0.0,0.0,0.0003213229381767667
water,0.001138516755023638,0.0,0.0,0.0,0.0011574311969339331,0.0,0.001085730892268207,0.0,0.0,0.001125389051414014,0.0,0.0,0.0,0.0,0.0,0.00030047119304265284
melon,0.0021541420166695325,0.0,0.002351040269429698,0.0,0.0019070925324766832,0.0,0.0,0.0,0.0,0.001998821793251678,0.002336425383645503,0.0,0.0,0.0,0.0,0.0007165014663648731
plantain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avocado,0.00237315665701772,0.0,0.0023949442602314193,0.0,0.0019696108682458117,0.0,0.0,0.0,0.0,0.001969825306785288,0.0021355864834702054,0.0,0.0,0.0,0.0,0.0007228749050500296
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,0.005278594399259403,0.0,0.0055308689855424606,0.0,0.004443530762750385,0.0,0.0,0.0,0.0,0.004445610345412901,0.005096128607169628,0.0,0.0,0.0,0.0,0.001652982206675652
celery,0.0007050741642894966,0.0,0.0007065145503970259,0.0,0.0005507692118760747,0.0,0.0,0.0008046252609360357,0.0,0.0005481219594245246,0.0,0.0,0.0,0.0,0.0,0.00022100700979487716
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.002600928593988072,0.0,0.0027144026465280224,0.0,0.0023745386463116924,0.0,0.0,0.0,0.0,0.002355588209122116,0.002635036050243371,0.0,0.0,0.0,0.0,0.0008453662764128848
asparagus,0.003391596497814996,0.0,0.003345055547553103,0.0,0.002977377118748333,0.0,0.0,0.003535310384162847,0.0,0.0029430336864962256,0.0,0.0,0.0,0.0,0.0,0.0010794915489850336
grape,0.0014808144730760853,0.0,0.0014838804713450276,0.0,0.0013286984887054946,0.0,0.0,0.0,0.0,0.001313412102823724,0.0013947542403060958,0.0,0.0,0.0015075937879977454,0.0,0.0005672769042836116
vegetable,0.004365389924756365,0.0,0.004451931777185509,0.0,0.00377788242784818,0.0,0.0,0.004581866398471447,0.0,0.0037962421302236335,0.0,0.0,0.0,0.0,0.0,0.0013982208438990088
sauce,0.0006605603662464983,0.0,0.0,0.0,0.000499346665253604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.732713543334016e-05
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.0003474308066770595,0.0,0.0003548522086509729,0.0,0.0002821793414073737,0.0,0.0002453735595511698,0.0,0.0,0.00028323738405859427,0.0003266620262737501,0.0,0.0,0.0,0.0,0.0001226490217745947
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ketchup,0.0012476980094968057,0.0,0.0,0.0,0.0012014619911752701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016327733337813838
herring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pumpkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jam,0.0008939150565144127,0.0,0.0,0.0,0.0009786376749125354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012483684876179655
champagne,0.0003393179352957614,0.0,0.0,0.0,0.0003440816383430373,0.0,0.00038253998661107283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106263734999143e-05
cheese,0.0004159034601070773,0.0,0.0003989899850586802,0.0,0.0003393795480355922,0.0,0.0,0.0,0.0,0.00033650759265300414,0.0,0.0,0.0,0.0,0.0,9.938537239029026e-05
cherry,0.0037684267571707173,0.0,0.003937644987779099,0.0,0.0035304035915523064,0.0,0.003852078334227027,0.0,0.0,0.003538164143271361,0.004143361654458553,0.0,0.0,0.0,0.0,0.0015180052978972709
slug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.00035057629642680065,0.0,0.0003499080530895176,0.0,0.0002779766736240102,0.0,0.0,0.0,0.0,0.0002783718123366528,0.0,0.0,0.0,0.0,0.0,8.378885569846542e-05
rice,0.0002517092706494933,0.0,0.00027293844981026084,0.0,0.00029790601147003,0.0,0.0,0.0,0.0,0.0002845400425186348,0.0,0.0,0.0,0.0,0.0,7.38062516298946e-05
blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.0011208408040681865,0.0,0.0,0.0,0.0009794727499809687,0.0,0.0,0.0,0.0007062388990102406,0.0009800626603659367,0.0,0.0,0.0008020351646772318,0.0,0.0,0.0003059100185401709
shrimp,0.0034330109364945076,0.0,0.0,0.0,0.003029026092274139,0.0,0.0,0.0,0.0,0.00302295259696735,0.0,0.0,0.0023574731696971883,0.0,0.0,0.0007894975196955457
beet,0.002234568654105353,0.0,0.002385470544936438,0.0,0.00197167193189449,0.0,0.0,0.002229058337294928,0.0,0.00199266364851356,0.0,0.0,0.0,0.0,0.0,0.000720895541116318
carrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0017194415800756248,0.0,0.0,0.0,0.0016804652250716362,0.0,0.001834698185104875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034897366601680907
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
