,food,communication,plant,no-cat,all,mammal,relation,vegetable,bird,object,fruit,measure,animal,weapon,green,mean
herring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pumpkin,0.0015663494693256806,0.0,0.0012932042848898004,0.0,0.001264949507648332,0.0,0.0,0.0015511855970477232,0.0,0.0012494085021908011,0.0,0.0,0.0,0.0,0.0,0.00046167315740682245
jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
champagne,0.0003756499154691714,0.0,0.0,0.0,0.00036952936106787683,0.0,0.00026531509012152024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.736629111057124e-05
cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cherry,0.010429814088290449,0.0,0.009199753263450091,0.0,0.009478766360364696,0.0,0.006679135163454676,0.0,0.0,0.009425630030731056,0.010358404136146382,0.0,0.0,0.0,0.0,0.003704766869495823
slug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.00019405687471756215,0.0,0.00016350218281782527,0.0,0.0001492676899161434,0.0,0.0,0.0,0.0,0.00014831588404733592,0.0,0.0,0.0,0.0,0.0,4.367617543325778e-05
rice,3.483258487348741e-05,0.0,3.188411350129339e-05,0.0,3.999233241816034e-05,0.0,0.0,0.0,0.0,3.790057585103169e-05,0.0,0.0,0.0,0.0,0.0,9.64064044293152e-06
blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.0002068088703374982,0.0,0.0,0.0,0.00017531882899789143,0.0,0.0,0.0,0.0,0.00017405840372727358,0.0,0.0,0.0001848440954449799,0.0,0.0,4.9402013233842874e-05
shrimp,0.0005429422353972002,0.0,0.0,0.0,0.00046472113915679576,0.0,0.0,0.0,0.0,0.0004601778392194618,0.0,0.0,0.0004657063303600596,0.0,0.0,0.00012890316960890115
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.000894918026513006,0.0,0.0007204356923811204,0.0,0.0006767771376346505,0.0,0.0,0.000955605747316211,0.0,0.0006710389290444104,0.0,0.0,0.0,0.0,0.0,0.0002612517021926266
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.00034923831638038644,0.00037915145005635366,0.0,0.0,0.00033782431915879615,0.0,0.0,0.0,0.0,0.0003323903372474013,0.0,0.0,0.0,0.0,0.0,9.324029485619584e-05
dog,0.0007762911977609213,0.0,0.0,0.0,0.0008372805879509393,0.0008600346297150209,0.0,0.0,0.0,0.0008302221805211585,0.0,0.0,0.0010569610396116598,0.0,0.0,0.0002907193090373133
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0006901778190926026,0.0,0.0005972973560062649,0.0,0.0006160761027245329,0.0,0.0,0.000749229303924001,0.0,0.0006105986310671071,0.0,0.0,0.0,0.0,0.0,0.0002175586141876339
corn,0.0004401189340458304,0.0,0.0003908089628234057,0.0,0.0004047048226675677,0.0,0.00027888029937327103,0.0,0.0,0.00040364032744523193,0.00042039463063163826,0.0,0.0,0.0,0.0,0.00015590319846579636
agenda,0.0,0.001091841492426479,0.0,0.0,0.0010660301066232085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014385810660331249
problem,0.0,0.001022037364159704,0.0,0.0,0.0008690600136858898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001260731585230396
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
debate,0.0,0.0006671030932067489,0.0,0.0,0.0005845945718964478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.344651100687978e-05
discussion,0.0,0.002185289432594485,0.0,0.0,0.0018363899690627928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002681119601104852
argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eucalyptus,0.0,0.0,0.05064306687312867,0.0,0.06073237641380738,0.0,0.0653181205573384,0.0,0.0,0.06121143147445342,0.0,0.0,0.0,0.0,0.0,0.015860333021248525
weed,0.0,0.0,0.0012948303830930142,0.0,0.0016782067537689444,0.0,0.0,0.0,0.0,0.0016205329589526613,0.0,0.0,0.0,0.0,0.0,0.00030623800638764136
pine,0.0,0.0,0.02817588414666631,0.0,0.031662117561970377,0.0,0.03512248249539148,0.0,0.0,0.03149284122975046,0.0,0.0,0.0,0.0,0.0,0.008430221695585242
fir,0.0,0.0,0.03499015288650742,0.0,0.045641021945889725,0.0,0.04577788120318179,0.0,0.0,0.042071959404763444,0.0,0.0,0.0,0.0,0.0,0.011232067696022826
maize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.011020243730357718,0.0,0.014835649085481534,0.0,0.015077037929151289,0.0,0.0,0.014698434274641849,0.0,0.0,0.0,0.0,0.0,0.0037087576679754927
dogwood,0.0,0.0,0.057070608369540476,0.0,0.09229856965997209,0.0,0.06767164988335685,0.0,0.0,0.06112258013016608,0.0,0.0,0.0,0.0,0.0,0.01854422720286903
willow,0.0,0.0,0.1320123057129633,0.0,0.18528827514760518,0.0,0.0,0.0,0.0,0.17307978457817882,0.0,0.0,0.0,0.0,0.0,0.03269202436258315
fern,0.0,0.0,0.003128572515913322,0.0,0.0035937703141889744,0.0,0.0,0.0,0.0,0.0034813494824082712,0.0,0.0,0.0,0.0,0.0,0.0006802461541673712
chive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.021357663157725092,0.0,0.03676489481034383,0.0,0.031748981341961746,0.0,0.0,0.03524475178783923,0.0,0.0,0.0,0.0,0.0,0.008341086073191327
shrub,0.0,0.0,0.0371146312189463,0.0,0.04792488738765824,0.0,0.0,0.0,0.0,0.047512900977156575,0.0,0.0,0.0,0.0,0.0,0.008836827972250742
buttercup,0.0,0.0,0.012656863193316605,0.0,0.016891594206643174,0.0,0.0,0.0,0.0,0.016358827040560613,0.0,0.0,0.0,0.0,0.0,0.003060485629368026
peanut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walnut,0.0,0.0,0.0006470168680852039,0.0,0.000713601054316555,0.0,0.0006031698680160033,0.0,0.0,0.0007289035067217873,0.0007091785524793135,0.0,0.0,0.0,0.0,0.00022679132330792422
cassava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.0,0.0,0.0,0.001302747070220899,0.0011535655010068166,0.0,0.0,0.0,0.0,0.001133245009596119,0.0,0.0,0.0,0.0,0.0,0.00023930383872158896
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0,0.0,0.0,0.001894930159564296,0.0,0.0,0.0,0.0,0.001862708883774782,0.0,0.001822383320310257,0.0,0.0,0.0,0.00037200149090995565
lawn,0.0,0.0,0.0,0.0,0.0011347447361884037,0.0,0.0,0.0,0.0,0.0012052370836812768,0.0,0.0,0.0,0.0,0.0,0.00015599878799131203
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seaweed,0.0,0.0,0.0,0.0,0.005245057422013491,0.0,0.0,0.0,0.0,0.00460619262355411,0.0,0.0,0.0,0.0,0.0,0.00065675000303784
fruit,0.0,0.0,0.0,0.0,0.008858359001605927,0.0,0.0,0.0,0.0,0.008634619783209552,0.007910091606337566,0.0,0.0,0.0,0.0,0.00169353802607687
parka,0.0,0.0,0.0,0.0,0.011266814279977815,0.0,0.0,0.0,0.0,0.011132759330878076,0.0,0.0,0.0,0.0,0.0,0.0014933049073903928
moss,0.0,0.0,0.0,0.0,0.002978321056156266,0.0,0.0,0.0,0.0,0.0028590121673140586,0.0,0.0,0.0,0.0,0.0,0.000389155548231355
stocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dress,0.0,0.0,0.0,0.0,0.0010730613696613976,0.0,0.0,0.0,0.0,0.0010548457416883809,0.0,0.0,0.0,0.0,0.0,0.00014186047408998523
kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0022291993117213964,0.0,0.0,0.0,0.0,0.0021361647709942843,0.0,0.0,0.0,0.0,0.0,0.00029102427218104536
insect,0.0,0.0,0.0,0.0,0.0020160989227126155,0.0,0.0,0.0,0.0,0.002084683212386117,0.0,0.0,0.0,0.0,0.0,0.00027338547567324885
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0006930747146784179,0.0,0.0,0.0,0.0,0.0006751393448144896,0.0,0.0,0.0,0.0,0.0,9.121427063286051e-05
caterpillar,0.0,0.0,0.0,0.0,0.0015506534352084614,0.0,0.0,0.0,0.0,0.0014908760012158845,0.0,0.0,0.0,0.0,0.0,0.0002027686290949564
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.0028269880313158842,0.0,0.00287522299297621,0.0,0.0,0.0027572928846777848,0.0,0.0,0.0,0.0,0.0,0.0005639669272646586
cricket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,0.0,0.0,0.00125384195080673,0.0,0.0,0.0,0.0,0.001231778455030131,0.0,0.0011884103554529349,0.0,0.0,0.0,0.0002449353840859864
ink,0.0,0.0,0.0,0.0,0.0004766917663035763,0.0,0.0004960939289069241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.485237968070003e-05
toad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emerald,0.0,0.0,0.0,0.0,0.0015446928590757436,0.0,0.0016259272963618761,0.0,0.0,0.0015766527122637278,0.0,0.0,0.0,0.0,0.0,0.00031648485784675654
world,0.0,0.0,0.0,0.0,0.0011474158750192454,0.0,0.0,0.0,0.0,0.0011102720750792883,0.0,0.0,0.0,0.0,0.0,0.0001505125300065689
jade,0.0,0.0,0.0,0.0,0.003036155363300468,0.0034768525169351643,0.0,0.0,0.0,0.0028446860925997555,0.0,0.0,0.0,0.0,0.0,0.0006238462648556924
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sand,0.0,0.0,0.0,0.0,0.0013162386290224883,0.0,0.0011165478734956938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016218576683454548
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyramid,0.0,0.0,0.0,0.0,0.0006734462976370684,0.0,0.0005995476804625058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.486626520663826e-05
sun,0.0,0.0,0.0,0.0,0.0008626914059799025,0.0,0.0,0.0,0.0,0.0008581912447999559,0.0,0.0,0.0,0.0,0.0,0.00011472551005199056
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brick,0.0,0.0,0.0,0.0,0.003881631390895305,0.0,0.0,0.0,0.0,0.0038443699162936996,0.0,0.0,0.0,0.0,0.0,0.0005150667538126003
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.001080115815992452,0.0,0.0,0.0,0.0,0.0,0.0,0.0013980838458519645,0.0,0.0,0.0,0.00016521331078962778
tyre,0.0,0.0,0.0,0.0,0.0007849453489361065,0.0,0.0,0.0,0.0,0.0007730350252460626,0.0,0.0,0.0,0.0,0.0,0.00010386535827881126
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0,0.0,0.0,0.0,0.0014651688949859105,0.0,0.0,0.0,0.0029163905899287084,0.001473485213370715,0.0,0.0,0.0023398579487389766,0.0,0.0,0.0005463268431349541
flame,0.0,0.0,0.0,0.0,0.0007389685143487231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011746359581809073,0.00012757363150197535
human,0.0,0.0,0.0,0.0,0.000595655648317629,0.0006325330420781343,0.0,0.0,0.0,0.0005809642133738872,0.0,0.0,0.000682217021749425,0.0,0.0,0.00016609132836793838
diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightmare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raccoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newspaper,0.0,0.0,0.0,0.0,0.0008458655487955868,0.0,0.0006507883296131858,0.0,0.0,0.0008298390764058542,0.0,0.0,0.0,0.0,0.0,0.0001550995303209751
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0,0.0,0.0,0.0,0.00030490271204078903,0.0003198694242195806,0.0,0.0,0.0,0.0002997378944309967,0.0,0.0,0.00037503992918113283,0.0,0.0,8.663666399149995e-05
wasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
