,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
ouzel,0.051442848116421705,0.0,0.0,0.0,0.0,0.0,0.04229140580940499,0.028147616386686856,0.0,0.0,0.0,0.04275236009511848,0.013719519200636002
toy,0.005464490426007529,0.005628326183889016,0.0,0.0,0.0,0.0,0.0059410739077416265,0.0,0.0,0.0,0.0,0.005960183448203068,0.0019161728304867701
seagull,0.011116164962842756,0.0,0.0,0.0,0.0,0.0,0.011460169887449377,0.01154542794111624,0.0,0.0,0.0,0.011524822931281401,0.003803882143557481
albatross,0.038280531374421195,0.0,0.0,0.0,0.0,0.0,0.04642858029355029,0.03744804935594001,0.0,0.0,0.0,0.04656289754692016,0.014060004880902638
grosbeak,0.035185148724346145,0.0,0.0,0.0,0.0,0.0,0.06403004958232757,0.032499068920612495,0.0,0.0,0.0,0.06443474255333843,0.016345750815052056
fowl,0.020350223719177527,0.0,0.0,0.0,0.0,0.0,0.020573201012647813,0.016002826103917723,0.0,0.0,0.022514922149763698,0.02064110369051522,0.008340189723001832
goldcrest,0.06657513941612293,0.0,0.0,0.0,0.0,0.0,0.07216690880931487,0.033079157474620174,0.0,0.0,0.0,0.0712015625458245,0.02025189735382354
crow,0.01501527920388214,0.0,0.0,0.0,0.0,0.0,0.014995417648933551,0.013505307227295732,0.0,0.0,0.0,0.01504634304092809,0.004880195593419959
skylark,0.00991109684911307,0.0,0.0,0.0,0.0,0.0,0.011183748143255838,0.008534910936699683,0.0,0.0,0.0,0.011221664154152638,0.003404285006935102
owl,0.01964911975818976,0.0,0.0,0.0,0.0,0.0,0.018546022291793352,0.018072024259005146,0.0,0.0,0.0,0.01860373533485144,0.0062392418036533075
moorcock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.0062751869727375115,0.0,0.0,0.0,0.0,0.0,0.006608765187733674,0.006716883969178489,0.0,0.0,0.0,0.0066310602425900525,0.002185991364353311
nuthatch,0.06205179207787012,0.0,0.0,0.0,0.0,0.0,0.05973529406034583,0.06299605101472597,0.0,0.0,0.0,0.05995538949569229,0.020394877220719518
butterfly,0.003167881274569584,0.0,0.0,0.0,0.0,0.0,0.003003350674055342,0.0,0.0,0.0,0.0,0.0030158367274193167,0.0007655890563370202
loon,0.028111397244173462,0.0,0.0,0.0,0.0,0.0,0.02910882910667037,0.0233297997519527,0.0,0.0,0.0,0.02924474317196159,0.009149564106229843
snowbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duck,0.009527025187502692,0.0,0.0,0.010790867115338193,0.0,0.0,0.009947375652880461,0.009041876172292684,0.0,0.0,0.011370104468733514,0.01000005143012912,0.0050564416689063895
robin,0.0058294244169236585,0.0,0.0,0.0,0.0,0.0,0.006555574929925118,0.004018455780044071,0.0,0.0,0.0,0.006570943342324392,0.0019145332057681035
pheasant,0.05273417678146773,0.0,0.0,0.0,0.0,0.0,0.05263636417918904,0.04446330555651333,0.0,0.0,0.05912991754411745,0.052784428580870124,0.02181234938684647
woodpecker,0.05632948510812013,0.0,0.0,0.0,0.0,0.0,0.05789300726847199,0.05597683218552407,0.0,0.0,0.0,0.05836806626181177,0.019047282568660662
quail,0.04450420011869053,0.0,0.0,0.0,0.0,0.0,0.04336373154736858,0.0382013261287412,0.0,0.0,0.051073167339303435,0.04351243959451675,0.018387905394051707
puffin,0.02626012889595076,0.0,0.0,0.0,0.0,0.0,0.027270932437380397,0.023742699429754124,0.0,0.0,0.0,0.027394997252688964,0.00872239650131452
whitethroat,0.021596753184220177,0.0,0.0,0.0,0.0,0.0,0.043284748488912936,0.017970649054019468,0.0,0.0,0.0,0.043773344713825664,0.010552124620081519
seal,0.005409129075252114,0.01082906442677519,0.0,0.0,0.008856022869663293,0.0,0.006001034339670998,0.0,0.009133213723398268,0.0,0.0,0.005847102736632626,0.0038396305976160414
titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.003283740192824106,0.007277792243896831,0.0,0.0,0.0,0.0,0.0036336820042636446,0.0,0.0,0.0,0.0,0.0035815970437568507,0.0014814009570617858
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ass,0.0010052826454364557,0.002024005019454832,0.0,0.0,0.0,0.0,0.0011611408545457048,0.0,0.0,0.0,0.0,0.0011327580104051262,0.00044359887748684324
monkey,0.004528790268261316,0.009034938805804903,0.0,0.0,0.0,0.0,0.0048602056093680675,0.0,0.0,0.0,0.0,0.0047095761204496815,0.0019277925669903306
razorback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.016890281231792696,0.0,0.0,0.0,0.0,0.0,0.019630516299869068,0.01575620987503648,0.0,0.0,0.0,0.01922009779348442,0.005958092100015223
lemur,0.0015463781697184278,0.0030939237566093704,0.0,0.0,0.0,0.0,0.0015445345390737919,0.0,0.0,0.0,0.0,0.0015378481077658733,0.0006435570477639553
hog,0.0014890130821460937,0.002587089461429866,0.0,0.0,0.0,0.0,0.0016088333675928054,0.0,0.0,0.0,0.0,0.001582055148428332,0.0006055825882997581
chick,0.005050507723932185,0.0,0.007383532114067697,0.0,0.0,0.0,0.00491323026514289,0.005015269299990189,0.0,0.0,0.0,0.004795666086630865,0.002263183790813652
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizardfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catfish,0.0003390312083126875,0.0,0.0,0.0,0.0,0.001136315236296037,0.0003510974601516031,0.0,0.0,0.0,0.0006096616192043776,0.00034312556719860916,0.00023160259093027617
roebuck,0.0005608455953892186,0.0013822490669050508,0.0,0.0,0.0,0.0,0.0006196694324787969,0.0,0.0,0.0,0.0,0.0006126853621661366,0.0002646207880782669
toadfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whistler,0.007639354033715535,0.017997679791654172,0.0,0.0,0.0,0.0,0.008501124392562584,0.007524999172706678,0.0,0.0,0.0,0.008303233090933901,0.004163865873464406
sunfish,0.0009702142660483964,0.0,0.0,0.0,0.0,0.0036464719589079484,0.0009557634770173076,0.0,0.0,0.0,0.0017909093335421703,0.0009309351253554064,0.0006911911800726024
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.005944772161356812,0.0,0.0,0.0,0.0,0.0,0.006410026474614109,0.005703957644046047,0.0,0.0,0.0,0.006256247391988318,0.0020262503060004405
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.002283097001207651,0.005415960886960207,0.0,0.0,0.0,0.0,0.0025683498694149456,0.0,0.0,0.0,0.0,0.00253587149207841,0.0010669399374717678
silverback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damselfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hind,0.0005166738389586341,0.001123306965091242,0.0,0.0,0.0,0.0013018771699774216,0.0006268928512121851,0.0,0.0,0.0,0.0,0.0006153000942614383,0.00034867090995841014
barnacle,0.0029080029341868995,0.0,0.0,0.0,0.0,0.0,0.0029985771200018423,0.002831003975745726,0.0,0.0,0.0,0.002927820092136113,0.0009721170101725483
rudd,0.0005503295187602646,0.0,0.0,0.0,0.0,0.0014917933618761436,0.0006193995081027906,0.0,0.0,0.0,0.0,0.0006143525217142704,0.0002729895758711224
buffalo,0.0013089680996457873,0.0028854293413336984,0.0,0.0,0.0,0.0,0.0014747783517242662,0.0,0.0,0.0,0.0019938755527363606,0.0014497687826783583,0.000759401677343206
emu,0.010087120497836853,0.0,0.0,0.018714315711294244,0.0,0.0,0.011880042905442855,0.009575487371710737,0.0,0.0,0.0,0.011650181043977631,0.005158928960855193
stallion,0.0013251050037781944,0.0023664597728253107,0.0,0.0,0.0,0.0,0.0013451310085529937,0.0,0.0,0.0,0.0,0.001332549548402128,0.0005307704444632189
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watchdog,0.001425261133313545,0.0033661106251033656,0.0,0.0,0.0,0.0,0.0017389607589206138,0.0,0.0,0.0,0.0,0.0017095260726715242,0.0006866548825007541
bobcat,0.0030298925362197255,0.005949873863336568,0.0,0.0,0.0,0.0,0.003067944178752407,0.0,0.0,0.0,0.0,0.002981385969999697,0.001252424712359033
tortoise,0.007277052494471651,0.0,0.0083020523090362,0.0,0.0,0.0,0.007645267012953669,0.0,0.0,0.0,0.0,0.007475320798159143,0.0025583077178850553
shark,0.0009935278384472742,0.0,0.0,0.0,0.0,0.0026573096302127115,0.0011200634018365858,0.0,0.0,0.0,0.0,0.00109449202431729,0.0004887827412344885
ostrich,0.04806769038173838,0.0,0.0,0.0,0.0,0.0,0.05060662340824543,0.04688686811908646,0.0,0.0,0.0,0.050015326728727084,0.01629804238648311
tiger,0.0036272186189216394,0.006777021262316384,0.0,0.0,0.0,0.0,0.00403206981411321,0.0,0.0,0.0,0.0,0.0039284042643785,0.0015303928299774776
armadillo,0.003970827454463778,0.007460287929939665,0.0,0.0,0.0,0.0,0.004282837052423398,0.0,0.0,0.0,0.0,0.004163527567950194,0.001656456667064753
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangabey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.003894062412978094,0.008345376226325245,0.0,0.0,0.0,0.0,0.003951138926495589,0.0,0.0,0.0,0.0,0.003897019155523707,0.001673966393443553
stock,0.00038403073891164963,0.0008651706936737352,0.0005245172343768745,0.0,0.0006849858963954354,0.0,0.0004476759793748034,0.0,0.0006287846301401426,0.0,0.0005399250917850143,0.0004395274794767178,0.0003762181453445311
mammal,0.08223460148151822,0.13283328970259986,0.0,0.0,0.0,0.0,0.08380387110293869,0.0,0.0,0.0,0.0,0.08211865369621513,0.03174920133193932
gnu,0.00023604705734246639,0.0005949770188833648,0.0,0.0,0.0,0.0,0.00027172413316278255,0.0,0.0,0.0,0.0,0.0002649331586225291,0.00011397344733426192
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0006136974274611477,0.0,0.0,0.001349797761099175,0.0012968584530483737,0.0,0.000725763268662391,0.0005553636948697907,0.0,0.0,0.0,0.0007178268357998942,0.00043827562007839766
pussy,0.0008466874693646568,0.002362623281088901,0.0,0.0,0.0,0.0,0.0009052375922098702,0.0,0.0,0.0,0.0,0.0008941926725064513,0.0004173950845974899
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ratite,0.0735327269596426,0.0,0.0,0.0,0.0,0.0,0.07536819683533699,0.070423854540881,0.0,0.0,0.0,0.07378962339612885,0.024426200144332454
bearcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.004688890508444278,0.0,0.005411038704901771,0.0,0.0,0.0,0.004832263405737716,0.0,0.0,0.0,0.0,0.004690652909281619,0.0016352371273637822
steamer,0.00033453207708627564,0.0,0.0,0.0,0.0,0.0,0.0003721511113343727,0.0,0.0,0.0005166396683183732,0.0005475051605745556,0.00036070187959368386,0.00017762749140893844
rabbit,0.006483599507332611,0.011620825424419712,0.0,0.0,0.009085048216411007,0.0,0.007033012938205372,0.0,0.0,0.0,0.010415198955802887,0.006863933911730175,0.0042918015794918135
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0012283610777020961,0.0029744286107366335,0.0,0.0,0.0,0.0,0.0012970609306748068,0.0,0.0,0.0,0.0,0.0013278536404178417,0.0005689753549609482
lion,0.0055759179514415355,0.011202525029383596,0.0,0.0,0.0,0.0,0.005873241129022513,0.0,0.0,0.0,0.0,0.005812631388134318,0.002372026291498497
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ape,0.001126479307669011,0.002327766602591579,0.0,0.0,0.0,0.0,0.0012625212915636154,0.0,0.0,0.0,0.0,0.001251893973142359,0.0004973884312472137
deer,0.006626618338053274,0.01010641742522878,0.0,0.0,0.0,0.0,0.006716654531757917,0.0,0.0,0.0,0.0,0.006511502419785675,0.002496766059568804
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.10457806900472502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06474566922063119,0.014110311518779685
paridae,0.0,0.0,0.04774803484408538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03189572347332237,0.006636979859783979
sky,0.0,0.0,0.009290909953435147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008886491932057995,0.0015147834904577617
icteridae,0.0,0.0,0.15596887491128847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09368015257099288,0.020804085623523445
capsule,0.0,0.0,0.0016314361107281831,0.0,0.0,0.0,0.0015349964364935766,0.0,0.001844988282378443,0.0017395058721519734,0.0,0.0015396015469169827,0.0006908773540557632
arrow,0.0,0.0,0.009667127680723345,0.0,0.0,0.0,0.009384902501574635,0.0,0.0097192062323349,0.0,0.0,0.009407437604140013,0.003181556168231075
phalacrocorax,0.0,0.0,0.004157892741576497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003633922648564966,0.0006493179491784553
plane,0.0,0.0,0.0037727232485517083,0.0,0.0,0.0,0.0034812474412634097,0.0,0.0,0.004075031369368572,0.0,0.0034922651834565755,0.0012351056035533555
wing,0.0,0.0,0.0,0.007823943346769984,0.0,0.0,0.007958933622943786,0.0,0.0,0.0,0.0,0.007985043539265907,0.001980660042414973
heap,0.0,0.0,0.0,0.0030694991441979767,0.0,0.0,0.0015046309433842297,0.0,0.002548190337988062,0.002218783419255457,0.0,0.0014700187947828541,0.0009009268866340482
jet,0.0,0.0,0.0,0.0,0.0016596580440248227,0.0,0.0014035414045567261,0.0,0.0,0.0017256044136659868,0.0,0.00140642153869513,0.0005162687834118887
carrier,0.0,0.0,0.0,0.0,0.00046613537362220865,0.0,0.0003643008912671226,0.0,0.0,0.0006200432418059432,0.0,0.0003522943255649981,0.00015023115268835604
junk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shell,0.0,0.0,0.0,0.0,0.0010788700413966203,0.0,0.0007373900680647169,0.0,0.0,0.0011409653423857802,0.0,0.0007249158301974764,0.0003068451068370495
twinjet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autogyro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bomber,0.0,0.0,0.0,0.0,0.0,0.0,0.001123981771125732,0.0,0.0,0.0013725633499292469,0.0012590491130610125,0.0011280129663152104,0.00040696726670260016
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0020783577301341878,0.0,0.0,0.002401918641367724,0.0,0.002088255044812756,0.0005473776180262223
airship,0.0,0.0,0.0,0.0,0.0,0.0,0.0022570427856894626,0.0,0.0,0.0028536401239088517,0.0,0.002263995066711281,0.0006145564980257996
helicopter,0.0,0.0,0.0,0.0,0.0,0.0,0.003933541234552258,0.0,0.0,0.00470697475728833,0.0,0.003948976219111323,0.0010491243509126592
craft,0.0,0.0,0.0,0.0,0.0,0.0,0.0016632464717407781,0.0,0.0,0.0020128179844166125,0.0,0.0016674396833000892,0.0004452920116214567
machine,0.0,0.0,0.0,0.0,0.0,0.0,0.001668539076075583,0.0,0.0,0.00203347560522214,0.0,0.0016732043658793056,0.0004479349205980857
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.00018649883862405657,0.0,0.0,0.0002973445990888173,0.0,0.0001835541086630473,5.561646219799343e-05
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.00026842970985597607,0.0,0.0,0.00038358870824001294,0.0,0.0002686464021074034,7.672206835028271e-05
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0006920571407133658,0.0,0.0010207643913366325,0.0011393851016455485,0.0,0.0006875435378844442,0.00029497918096499923
schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0011848037903061126,0.0,0.0,0.0016601345905543873,0.0,0.0011508191390587885,0.0003329797933266073
van,0.0,0.0,0.0,0.0,0.0,0.0,0.00022601138958023475,0.0,0.0,0.00035411785361035914,0.0,0.00022267783174285114,6.690058957778709e-05
tower,0.0,0.0,0.0,0.0,0.0,0.0,0.0006813583758222663,0.0,0.0,0.0010372844318991142,0.0,0.0006667066145750526,0.00019877911852470278
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.001289523250756144,0.0,0.0,0.002236177570607593,0.0,0.0012602805945189201,0.0003988317846568881
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0007892789270589264,0.0,0.0,0.0012449716475836006,0.0,0.0007703032840567146,0.00023371282155827013
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.007571731160861609,0.0,0.0,0.011303906584406886,0.0,0.007386117282987765,0.0021884795856880216
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0008584796314145683,0.0,0.0,0.0012355499876999037,0.0,0.0008301029458201812,0.00024367771374455443
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.002255108692118181,0.0,0.0,0.00282494793944923,0.00402286048793813,0.0022328970601516265,0.0009446511816380972
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0017426165434817071,0.0,0.0,0.002448851083214383,0.0,0.0016997456292013888,0.0004909344379914565
submarine,0.0,0.0,0.0,0.0,0.0,0.0,0.00017512229304020605,0.0,0.0,0.00029070310736653635,0.0002359428604795847,0.00017019902969716248,7.266394088195746e-05
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.00296202594801425,0.0,0.0,0.005036068175629647,0.0,0.0029012348224905127,0.0009082774121778676
interceptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.0018271430503538323,0.0,0.0,0.0030395528915104376,0.0,0.0017865541233569968,0.0005544375054351055
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0005371164383925397,0.0,0.0,0.0007463917157984811,0.0,0.0005250530989048781,0.00015071343775799158
ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0009649066642875273,0.0,0.0,0.0015518254828396517,0.0,0.0009432325593691377,0.0002883303922080264
ship,0.0,0.0,0.0,0.0,0.0,0.0,0.0018507350154054207,0.0,0.0,0.002845010203407832,0.0,0.001797656426595581,0.0005411168037840695
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0011142508381702734,0.0,0.0,0.0017090141653085856,0.0,0.0010922652262993439,0.00032629418581485025
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
