,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
seal,0.00087900830581404,0.001547009203825027,0.0,0.0,0.0012651461242376132,0.0,0.000964653650913606,0.0,0.001595890209792719,0.0,0.0,0.000991931786897656,0.0006036366067900551
titi,0.0028792376030072784,0.005121406028873703,0.0049132617242950375,0.0,0.0,0.0,0.0030479331073541087,0.0,0.0,0.0,0.0,0.0031245897507614375,0.001590535684524297
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0018676799947182593,0.0036388961219484153,0.0,0.0,0.0,0.0,0.002044373594023557,0.0,0.0,0.0,0.0,0.0021266001991996617,0.0008064624924908245
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.010303288917668003,0.018069877611609806,0.0,0.0,0.0,0.0,0.010937749640897117,0.0,0.0,0.0,0.0,0.0111853850598322,0.004208025102500594
razorback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.006404412551825421,0.0,0.0,0.0,0.0,0.0,0.00736298316939707,0.00616706972604261,0.0,0.0,0.0,0.007608051807969902,0.0022952097712695837
lemur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hog,0.003387600458130398,0.005174178922859732,0.0,0.0,0.0,0.0,0.0036206321301990147,0.0,0.0,0.0,0.0,0.0037574286025917835,0.0013283200094817442
chick,0.0003191730460883653,0.0,0.0006945225878615297,0.0,0.0,0.0,0.00030714111299134716,0.00032716746511612883,0.0,0.0,0.0,0.0003163847589195625,0.00016369908091474445
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizardfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roebuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toadfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whistler,0.0010862513371581622,0.0022497099739567715,0.0,0.0,0.0,0.0,0.0011957206359329178,0.001104497725529018,0.0,0.0,0.0,0.0012325267841032433,0.0005723922047233427
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0015605467762064315,0.0,0.0,0.0,0.0,0.0,0.0016644895236778837,0.0015456193660879397,0.0,0.0,0.0,0.0017144741411122654,0.00054042748392371
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0010099818571830974,0.0021062070115956356,0.0,0.0,0.0,0.0,0.0011238880663254282,0.0,0.0,0.0,0.0,0.0011710943867343166,0.0004509309434865398
silverback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damselfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffalo,0.0006768151254018881,0.0013115587915153175,0.0,0.0,0.0,0.0,0.000754305741710468,0.0,0.0,0.0,0.0007995429816259432,0.0007825555685636284,0.00036039818406810375
emu,0.0011474423707022866,0.0,0.0,0.0018714315711294244,0.0,0.0,0.001336784340691145,0.0011243699865106785,0.0,0.0,0.0,0.0013834765344147917,0.0005719587336206938
stallion,0.0005024498409599898,0.0007888199242751036,0.0,0.0,0.0,0.0,0.0005045296224162916,0.0,0.0,0.0,0.0,0.0005274742152647676,0.00019360613357634606
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watchdog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bobcat,0.010339800368634466,0.017849621590009704,0.0,0.0,0.0,0.0,0.01035647708239794,0.0,0.0,0.0,0.0,0.010621322142440645,0.004097268431956896
tortoise,0.005173675658834059,0.0,0.008785372787441141,0.0,0.0,0.0,0.005376702605718648,0.0,0.0,0.0,0.0,0.005548159977319686,0.0020736592524427944
shark,0.0005650849211879303,0.0,0.0,0.0,0.0,0.0009453488439103268,0.0006301674278762155,0.0,0.0,0.0,0.0,0.000649862876392748,0.00023253867244726838
ostrich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiger,0.002357758706570962,0.0038725835784665054,0.0,0.0,0.0,0.0,0.002592586975355382,0.0,0.0,0.0,0.0,0.002665736681661571,0.000957388828504535
armadillo,0.009033887656991358,0.01492057585987933,0.0,0.0,0.0,0.0,0.009638398701049131,0.0,0.0,0.0,0.0,0.009888503309784686,0.003623447127308709
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangabey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mammal,0.0019090714637085995,0.0027108834633183644,0.0,0.0,0.0,0.0,0.0019244708648622525,0.0,0.0,0.0,0.0,0.001990145658884225,0.0007112142875644534
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pussy,0.005778805223750672,0.014175739686533406,0.0,0.0,0.0,0.0,0.006111631654040737,0.0,0.0,0.0,0.0,0.006371203546048694,0.0027031150091977926
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0061790821575926835,0.01039792708941239,0.0,0.0,0.0,0.0,0.0073540112740146865,0.0,0.0,0.0,0.0,0.007521457621149382,0.002621039845180762
ratite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.003666962493371607,0.0,0.006298658387384804,0.0,0.0,0.0,0.0037382353711439852,0.0,0.0,0.0,0.0,0.0038295268906321013,0.0014611152618777083
steamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,0.009423998002226139,0.014848832486758522,0.0,0.0,0.01160867272096962,0.0,0.010112070473778776,0.0,0.0,0.0,0.011740574512052853,0.010415198398612675,0.005679112216199882
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.00201815913312917,0.0035644397820765988,0.0,0.0,0.0,0.0,0.0021027930404758466,0.0,0.0,0.0,0.0,0.002196277765529032,0.0008234724767675539
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ape,0.006407032054469795,0.011638833012957895,0.0,0.0,0.0,0.0,0.007103167496045701,0.0,0.0,0.0,0.0,0.007433214680869988,0.0027151872703619485
deer,0.0037689956500399067,0.00505320871261439,0.0,0.0,0.0,0.0,0.0037789083218599273,0.0,0.0,0.0,0.0,0.0038662535661690063,0.0013722805208902693
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.0013111835847193982,0.002509398286364496,0.0,0.0,0.0,0.0,0.0012972763788973993,0.0,0.0023627257247825816,0.0,0.0,0.0013366816135445287,0.0007347721323590336
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,0.0,0.0,0.0008079052133421866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010793675593607863,0.00015727273105858107
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrow,0.0,0.0,0.0010175923874445626,0.0,0.0,0.0,0.0013823966872077665,0.0,0.0,0.0,0.0,0.0013831987625465524,0.0003152656530999068
phalacrocorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.0005389604640788155,0.0,0.0,0.0,0.0006959265058014062,0.0,0.0,0.0,0.0,0.0006968607832791423,0.000160978979429947
wing,0.0,0.0,0.0,0.0010670763676625245,0.0,0.0,0.0010606988748666198,0.0,0.0,0.0,0.0,0.0010622453532739833,0.00026583504965026065
heap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,0.0,0.0,0.0,0.0,0.0005377653452659782,0.0,0.00039280928881423765,0.0,0.0,0.0,0.0,0.0003929002950881162,0.00011028957743069432
carrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
junk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twinjet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autogyro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bomber,0.0,0.0,0.0,0.0,0.0,0.0,0.0003932111289366506,0.0,0.0,0.0,0.0004631813579093846,0.00039390450794331435,0.0001041914162324458
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.000727087761024605,0.0,0.0,0.0,0.0,0.0007292230678643226,0.00012135923574074397
airship,0.0,0.0,0.0,0.0,0.0,0.0,0.0015791970379206417,0.0,0.0,0.0,0.0,0.0015811837086450575,0.00026336506221380827
helicopter,0.0,0.0,0.0,0.0,0.0,0.0,0.0010008005657232092,0.0,0.0,0.0,0.0,0.001002902420399192,0.00016697524884353343
craft,0.0,0.0,0.0,0.0,0.0,0.0,0.0017455986555673412,0.0,0.0,0.0,0.0,0.0017468203671125327,0.00029103491855665616
machine,0.0,0.0,0.0,0.0,0.0,0.0,0.001037720481291335,0.0,0.0,0.0,0.0,0.0010387315467098905,0.0001730376690001021
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tower,0.0,0.0,0.0,0.0,0.0,0.0,0.001073363876062202,0.0,0.0,0.001570795340658238,0.0,0.001108413795777641,0.0003127144177081734
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.0,0.0,0.0,0.0,0.0,0.00044406224730320114,0.0,0.0,0.0006733225729801323,0.0,0.0004573733720756257,0.00013122984936324658
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
submarine,0.0,0.0,0.0,0.0,0.0,0.0,0.00019705378246977526,0.0,0.0,0.0003144440511641644,0.00020814850123673616,0.0002021139095412693,7.681335370099544e-05
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.005413919044167424,0.0,0.0,0.007342244316858181,0.0,0.005619532344308762,0.0015313079754445305
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0005554960162380393,0.0,0.0,0.0009078917281101146,0.0,0.0005742100033454775,0.0001697998123078026
interceptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0006043823660283168,0.0,0.0,0.0008073475271632507,0.0,0.000623508457863981,0.00016960319592129573
ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ship,0.0,0.0,0.0,0.0,0.0,0.0,0.000694170777848305,0.0,0.0,0.0010257848543680224,0.0,0.0007115813547580174,0.00020262808224786208
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
