,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
marabou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pigeon,0.01090879410400264,0.0,0.0,0.0,0.0,0.0,0.010950605439414677,0.013386460908861603,0.0,0.0,0.0,0.010968612033499383,0.003851206040481525
ouzel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy,0.003062371929648898,0.003015423863213108,0.0,0.0,0.0,0.0,0.003090681264915612,0.0,0.0,0.0,0.0,0.0030966935368507407,0.001022097549552363
seagull,0.004983715427230117,0.0,0.0,0.0,0.0,0.0,0.004769472040095043,0.006639945579625791,0.0,0.0,0.0,0.004790301505958932,0.0017652862127424905
albatross,0.007355283643657975,0.0,0.0,0.0,0.0,0.0,0.008281096967503046,0.009230110496234926,0.0,0.0,0.0,0.008294530345652149,0.002763418454420675
grosbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fowl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goldcrest,0.02984766333417906,0.0,0.0,0.0,0.0,0.0,0.030034288947414726,0.01902431045185788,0.0,0.0,0.0,0.02959498417664359,0.009041770575841272
crow,0.006311069189218783,0.0,0.0,0.0,0.0,0.0,0.005850717030310601,0.007281657197122208,0.0,0.0,0.0,0.005863147542312063,0.002108882579913638
skylark,0.008886893354462234,0.0,0.0,0.0,0.0,0.0,0.00930886271260945,0.0098171058596828,0.0,0.0,0.0,0.009328586654654298,0.0031117873817840653
owl,0.06871253246620135,0.0,0.0,0.0,0.0,0.0,0.06020390081703423,0.081069200206587,0.0,0.0,0.0,0.06031472370504478,0.022525029766238946
moorcock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.007502286679940909,0.0,0.0,0.0,0.0,0.0,0.007334462715535309,0.010301276949333889,0.0,0.0,0.0,0.007349880758680307,0.0027073255919575346
nuthatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butterfly,0.00015217046686204956,0.0,0.0,0.0,0.0,0.0,0.00013392094913315132,0.0,0.0,0.0,0.0,0.0001343073056606116,3.503322680465104e-05
loon,0.007561917509954998,0.0,0.0,0.0,0.0,0.0,0.007268674787947764,0.008050386777861938,0.0,0.0,0.0,0.007293359980973883,0.002514528254728215
snowbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duck,0.00597975790983538,0.0,0.0,0.008938398832056427,0.0,0.0,0.005795832236393899,0.007280162540454745,0.0,0.0,0.006593484104975976,0.0058191406840229325,0.0033672313589782794
robin,0.0025292018421593154,0.0,0.0,0.0,0.0,0.0,0.002640277641726386,0.0022365223339610037,0.0,0.0,0.0,0.0026431138536015643,0.0008374263059540225
pheasant,0.017022483428190106,0.0,0.0,0.0,0.0,0.0,0.015772394492535674,0.018411481159270385,0.0,0.0,0.017634463142231785,0.015796719571784974,0.00705312848283441
woodpecker,0.011962527326156871,0.0,0.0,0.0,0.0,0.0,0.011412854212559992,0.01524936328838697,0.0,0.0,0.0,0.011491925488182201,0.004176389192940503
quail,0.041640185353933955,0.0,0.0,0.0,0.0,0.0,0.0376633806882492,0.04585073750174953,0.0,0.0,0.044149792422173054,0.03774465171810441,0.017254062307017513
puffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whitethroat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seal,0.0006690571654758223,0.0010313394692166846,0.0,0.0,0.0010860706554750852,0.0,0.0007009385263390562,0.0,0.0010639268065284794,0.0,0.0,0.00071678192018139,0.00043900954526804314
titi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepshead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ass,0.0013056096929758006,0.002024005019454832,0.0,0.0,0.0,0.0,0.001424059135574048,0.0,0.0,0.0,0.0,0.0014580511465067387,0.0005176437495426183
monkey,0.0008402516018097182,0.0012907055436864145,0.0,0.0,0.0,0.0,0.000851529544252376,0.0,0.0,0.0,0.0,0.0008660030018902441,0.0003207074743032294
razorback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skimmer,0.007312077849754579,0.0,0.0,0.0,0.0,0.0,0.008025157890599235,0.007110829483066689,0.0,0.0,0.0,0.008246505539678027,0.002557880896924878
lemur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chick,0.0025508548975555377,0.0,0.004861658115030708,0.0,0.0,0.0,0.0023433425132441876,0.0026406421722729215,0.0,0.0,0.0,0.0024005463068175964,0.0012330870004100792
bream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lizardfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roebuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toadfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whistler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0009883898783134522,0.0018053202956534022,0.0,0.0,0.0,0.0,0.0010499679634250036,0.0,0.0,0.0,0.0,0.0010880318368840635,0.0004109758311896601
silverback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damselfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hind,0.0006710295610032496,0.001123306965091242,0.0,0.0,0.0,0.0009262963288571581,0.000768840824349476,0.0,0.0,0.0,0.0,0.0007919952890580191,0.00035678908069659544
barnacle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffalo,0.001236378786477631,0.002098494066424508,0.0,0.0,0.0,0.0,0.0013154282791620756,0.0,0.0,0.0,0.0014500913110809895,0.0013571619109124507,0.0006214628628381379
emu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stallion,0.0022946381564061375,0.0031552796971004143,0.0,0.0,0.0,0.0,0.002199613818053428,0.0,0.0,0.0,0.0,0.0022869555297515315,0.0008280406001092926
minnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watchdog,0.0018510562766831955,0.0033661106251033656,0.0,0.0,0.0,0.0,0.002132715376821843,0.0,0.0,0.0,0.0,0.0022004491933369057,0.0007958609559954424
bobcat,0.007870138974190729,0.011899747726673135,0.0,0.0,0.0,0.0,0.00752524367406386,0.0,0.0,0.0,0.0,0.007675095990153224,0.002914185530423413
tortoise,0.002362765913697571,0.0,0.0035141491149764566,0.0,0.0,0.0,0.0023440981107238786,0.0,0.0,0.0,0.0,0.0024055005482511403,0.0008855428073040872
shark,0.004516201027664289,0.0,0.0,0.0,0.0,0.0066174419073722875,0.004807881660068342,0.0,0.0,0.0,0.0,0.0049307872262553945,0.0017393593184466928
ostrich,0.002401071470804354,0.0,0.0,0.0,0.0,0.0,0.002387135830279325,0.0024415613333564194,0.0,0.0,0.0,0.002476084029145832,0.0008088210552988275
tiger,0.003028401037270526,0.004356656525774818,0.0,0.0,0.0,0.0,0.003178964186339026,0.0,0.0,0.0,0.0,0.0032506204578968,0.0011512201839400974
armadillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grouper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangabey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.00024937974280159897,0.0004325853468368676,0.00044404243827015255,0.0,0.0004410220293353575,0.0,0.0002745218487963615,0.0,0.0003845469327607029,0.0,0.00026996254589250714,0.0002828731024126887,0.00023157783225885307
mammal,0.0014530897304966665,0.0018072556422122428,0.0,0.0,0.0,0.0,0.0013983627913722648,0.0,0.0,0.0,0.0,0.0014381033511156889,0.0005080676262664052
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pussy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinniped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundhog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ratite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bearcat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.00038060570110043515,0.0,0.0005726053079440732,0.0,0.0,0.0,0.00037040235156985475,0.0,0.0,0.0,0.0,0.00037735397749456313,0.00014174727817574387
steamer,0.0043447315482656205,0.0,0.0,0.0,0.0,0.0,0.0045641765840466995,0.0,0.0,0.005166396683183733,0.005475051605745557,0.0046428432574104036,0.002016099973221001
rabbit,0.0018712372199388044,0.002582405649871047,0.0,0.0,0.002599700825696107,0.0,0.001916778903945649,0.0,0.0,0.0,0.002314488656845086,0.001963343080951275,0.0011039961947706639
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0015953325532897912,0.0029744286107366335,0.0,0.0,0.0,0.0,0.0015907557300154666,0.0,0.0,0.0,0.0,0.0017091722195033965,0.0006558074261287739
lion,0.005925041264327691,0.009165702296768398,0.0,0.0,0.0,0.0,0.005893465886059323,0.0,0.0,0.0,0.0,0.006121505214109546,0.002258809555105413
amberjack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.0022648192193532087,0.0026595835329549424,0.0,0.0,0.0,0.0,0.0021677666610565734,0.0,0.0,0.0,0.0,0.0022056328753269107,0.0007748168573909696
chow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howler,0.001497011063732277,0.002509398286364496,0.0,0.0,0.0,0.0,0.0014139442572227115,0.0,0.0023627257247825816,0.0,0.0,0.0014488534790645744,0.0007693277342638866
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emberizidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,0.0,0.0,0.02544901422027888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030352390896874012,0.004650117093096075
icteridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrow,0.0,0.0,0.0055967581309450945,0.0,0.0,0.0,0.006783742517073695,0.0,0.005626908871351784,0.0,0.0,0.006791415054836585,0.0020665687145172635
phalacrocorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.0016168813922364466,0.0,0.0,0.0,0.0018627673372760185,0.0,0.0,0.0018983148180266405,0.0,0.0018662949085195624,0.0006036882046715556
wing,0.0,0.0,0.0,0.004959801200027644,0.0,0.0,0.0035489293810408444,0.0,0.0,0.0,0.0,0.0035560601593282682,0.0010053992283663965
heap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,0.0,0.0,0.0,0.0,0.01634971646038153,0.0,0.015420853352957335,0.0,0.0,0.01650585333839599,0.0,0.01543291709832694,0.005309111687505149
carrier,0.0,0.0,0.0,0.0,0.0060023416394893074,0.0,0.004467899051831127,0.0,0.0,0.006200432418059433,0.0,0.004534623817086531,0.0017671080772055333
junk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shell,0.0,0.0,0.0,0.0,0.0003473104027029346,0.0,0.0002260895090372078,0.0,0.0,0.00028524133559644504,0.0,0.0002332723202200742,9.099279729638848e-05
twinjet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
autogyro,0.0,0.0,0.0,0.0,0.0,0.0,0.06929905529140314,0.0,0.0,0.04189676471740794,0.0,0.06944601594734695,0.015053486329679835
bomber,0.0,0.0,0.0,0.0,0.0,0.0,0.0024558272991542433,0.0,0.0,0.002610865585526373,0.0027379432849034446,0.0024615121445575937,0.0008555123595118046
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0006487252706903334,0.0,0.0,0.0006526981297235379,0.0,0.0006509886103439235,0.0001627010008964829
airship,0.0,0.0,0.0,0.0,0.0,0.0,0.0028179955180507366,0.0,0.0,0.0031017962718649823,0.0,0.00282309386674754,0.0007285738047219382
helicopter,0.0,0.0,0.0,0.0,0.0,0.0,0.049558083941608336,0.0,0.0,0.051628110359722014,0.0,0.04968950316635809,0.012572974788974038
craft,0.0,0.0,0.0,0.0,0.0,0.0,0.002076620404582832,0.0,0.0,0.0021878551775667615,0.0,0.002079217756394631,0.0005286411115453521
machine,0.0,0.0,0.0,0.0,0.0,0.0,0.0009258792902495892,0.0,0.0,0.0009823596494036538,0.0,0.0009272915736106121,0.0002362942094386546
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.000686183869623073,0.0,0.0,0.0008920337972664518,0.0,0.0007087955488916686,0.00019058443464843277
shunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0032921051660821333,0.0,0.0,0.0038358870824001293,0.0,0.00345793356568293,0.0008821604845137661
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0016975206577460591,0.0,0.002497082765349153,0.002278770203291097,0.0,0.001769969639547608,0.0006869452721611596
schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.003632700233660079,0.0,0.0,0.004150336476385968,0.0,0.0037032471845563288,0.000957190324550198
van,0.0,0.0,0.0,0.0,0.0,0.0,9.239579126440072e-05,0.0,0.0,0.00011803928453678638,0.0,9.554134389750196e-05,2.5498034974890756e-05
tower,0.0,0.0,0.0,0.0,0.0,0.0,0.0011698946447775357,0.0,0.0,0.00145219820465876,0.0,0.0012014298453594374,0.0003186268912329778
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0005271704285732856,0.0,0.0,0.0007453925235358644,0.0,0.0005407314268594497,0.00015110786491404996
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0012906615216050914,0.0,0.0,0.0016599621967781342,0.0,0.0013220141473701131,0.0003560531554794449
sharpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minesweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloop,0.0,0.0,0.0,0.0,0.0,0.0,0.0021057320600410176,0.0,0.0,0.0024710999753998074,0.0,0.002136965778664176,0.0005594831511754167
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bogie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0005366275610749307,0.0,0.0,0.0006510336553483653,0.0,0.000550293853161144,0.00014482958913203666
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
submarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0004295508168027597,0.0,0.0,0.0005814062147330727,0.0004718857209591694,0.0004381498750920847,0.00016008271896559052
scull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phaeton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0006054534059561332,0.0,0.0,0.0008393446959382747,0.0,0.0006223966520005263,0.00017226622949124452
interceptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0011597872347636248,0.0,0.0,0.001606101407434707,0.0,0.0011865027883808871,0.00032936595254826826
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.00067225946171923,0.0,0.0,0.0009118658674531311,0.0,0.000689879196773559,0.00018950037716216
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0026349449955721427,0.0,0.0,0.0029855668631939246,0.0,0.002703328569043185,0.0006936533689841044
ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ship,0.0,0.0,0.0,0.0,0.0,0.0,0.0009457494956709424,0.0,0.0,0.0011854209180865967,0.0,0.0009641199435899662,0.0002579408631122921
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.00068327588302723,0.0,0.0,0.0008545070826542928,0.0,0.0007029650423419305,0.00018672900066862112
jalopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
