,context,n_concepts,mean_tfidf,mean_diff,evidence
0,killed,35,0.02,0.02,-
1,shoot,34,0.01,0.01,-
2,shooting,34,0.02,0.02,-
3,man,34,0.02,0.01,-
4,killing,33,0.01,0.01,-
5,dead,32,0.01,0.01,-
6,attack,32,0.02,0.02,-
7,apparently,32,0.01,0.01,-
8,armed,31,0.02,0.02,-
9,soldier,31,0.01,0.01,-
10,footage,30,0.0,0.0,-
11,authorities,30,0.01,0.01,-
12,threatened,30,0.01,0.01,-
13,captured,30,0.01,0.01,-
14,firing,29,0.02,0.02,-
15,attempted,29,0.01,0.01,-
16,hiding,29,0.0,0.0,-
17,allegedly,29,0.01,0.01,-
18,attacked,29,0.01,0.01,-
19,riding,29,0.01,0.01,-
20,dangerous,23,0.01,0.01,-
