,animal,fruit,vegetable,plant,reptile,mammal,measure,relation,fish,object,bird,communication,black,food,all,mean
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockroach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,4.9797262454261325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6894359585208346e-05,0.0,0.0,0.0,0.0,3.4898124478467116e-05,8.105983101195785e-06
civet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.01913629363177921,0.0,0.0,0.0,0.0,0.02299839675429898,0.0,0.0,0.0,0.01530013075921177,0.0,0.0,0.0,0.0,0.015021259826768964,0.004830405398137261
bat,0.007093274084091114,0.0,0.0,0.0,0.0,0.008302142826480752,0.0,0.0,0.0,0.005535307674228187,0.0,0.0,0.0,0.0,0.005491868176885087,0.0017615061841123427
skunk,0.0020031995379206947,0.0,0.0,0.0,0.0,0.0024624761783126107,0.0,0.0,0.0,0.0015031044518047099,0.0,0.0,0.0,0.0,0.0014290509932150422,0.0004931887440835372
millipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pelican,0.0029708614936240605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022356880795712975,0.0036009431948587243,0.0,0.0,0.0,0.0022571310841750262,0.0007376415901486073
crocodile,0.004860532677735536,0.0,0.0,0.0,0.005039100848048631,0.0,0.0,0.0,0.0,0.003655879976388228,0.0,0.0,0.0,0.0,0.0036507219553752854,0.0011470823638365121
snake,0.00679621880176704,0.0,0.0,0.0,0.006219000718323471,0.0,0.0,0.0,0.0,0.005152618662375811,0.0,0.0,0.0,0.0,0.00510682386151947,0.0015516441362657194
bear,0.014338631512043985,0.0,0.0,0.0,0.0,0.018206807164458483,0.0,0.0,0.0,0.01139542858126813,0.0,0.0,0.0,0.0,0.01140869921959649,0.003689971098491139
hornet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pig,0.006616014521787081,0.0,0.0,0.0,0.0,0.007569067257781315,0.0,0.0,0.0,0.005561880256646282,0.0,0.0,0.0,0.0,0.005456681658094089,0.001680242912953918
housefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.007579010773299586,0.0,0.0,0.0,0.0,0.008817451423879947,0.0,0.0,0.0,0.006219995168934212,0.0,0.0,0.0,0.0,0.006176494357005023,0.0019195301148745847
pipefish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weasel,0.0017948396769119793,0.0,0.0,0.0,0.0,0.0020397510450575226,0.0,0.0,0.0,0.001213631996786953,0.0,0.0,0.0,0.0,0.0011553188481432924,0.0004135694377933165
insect,0.008469058764304089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007231598917652379,0.0,0.0,0.0,0.0,0.007010348795241556,0.0015140670984798682
penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human,0.004420981644917344,0.0,0.0,0.0,0.0,0.005331491354128944,0.0,0.0,0.0,0.0036914356787211117,0.0,0.0,0.0,0.0,0.0036860255178622543,0.001141995613041977
lizard,0.011339695421964086,0.0,0.0,0.0,0.010031487358620873,0.0,0.0,0.0,0.0,0.00780061031727368,0.0,0.0,0.0,0.0,0.007899961815967457,0.0024714503275884065
bird,0.029294197536763752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02226026582707426,0.03409689963225973,0.030117503550666988,0.0,0.02147683406448028,0.0215909568083229,0.01058911049463786
cow,0.003122283976128176,0.0,0.0,0.0,0.0,0.0035331295342855232,0.0,0.0,0.0,0.0027859468508598085,0.0,0.0,0.0,0.0,0.002794231234210941,0.00081570610636563
sheep,0.003489584319901686,0.0,0.0,0.0,0.0,0.004248398025670178,0.0,0.0,0.0,0.0029557228580971017,0.0,0.0,0.0,0.0,0.0029710153435864983,0.0009109813698170309
rat,0.008226487394308427,0.0,0.0,0.0,0.0,0.010105218364011986,0.0,0.0,0.0,0.006263642957652534,0.0,0.0,0.0,0.0,0.006204521209322054,0.0020533246616863334
zebra,0.001711735407903252,0.0,0.0,0.0,0.0,0.0020685844756686764,0.0,0.0,0.0,0.0012971433131666952,0.0,0.0,0.0,0.0,0.0012642521438358649,0.0004227810227049659
crow,0.007106511902322808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005775766699759598,0.008237486555741105,0.0,0.0,0.0,0.005611924211730259,0.001782112624636918
owl,0.010391599006543937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007241237956163242,0.012763013958258256,0.0,0.0,0.0,0.007023981937894871,0.00249465552392402
magpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0016174799901756559,0.0,0.0,0.0,0.0,0.0,0.0,0.001238530709414945,0.0,0.001368081583465353,0.0,0.0,0.0,0.0,0.0013480557177599946,0.0003714765333877299
opossum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorilla,0.014480717385853197,0.0,0.0,0.0,0.0,0.016867179891014803,0.0,0.0,0.0,0.010547311915959262,0.0,0.0,0.0,0.0,0.010310135450321882,0.0034803563095432764
raccoon,0.005756999625729191,0.0,0.0,0.0,0.0,0.006800064674017257,0.0,0.003926366317093255,0.0,0.004278557033709661,0.0,0.0,0.0,0.0,0.004206339356783124,0.001664555133822166
potoroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.004897238822719579,0.0,0.0,0.0,0.0,0.005567982487905292,0.0,0.0033959178772529266,0.0,0.003678597287129223,0.0,0.0,0.0,0.0,0.00361672790926193,0.0014104309589512633
rabbit,0.010098067971143283,0.0,0.0,0.0,0.0,0.011861132814053828,0.0,0.007016726834991124,0.0,0.007951861610472458,0.0,0.0,0.0,0.00765718275642636,0.0078062561227147205,0.0034927485406534508
dog,0.00459261547980531,0.0,0.0,0.0,0.0,0.005169382190482694,0.0,0.0,0.0,0.0036923061999274117,0.0,0.0,0.0,0.0037240417970460424,0.0036674134139677156,0.0013897172720819448
woodpecker,0.008785629738438045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007427280418254773,0.009280308430748199,0.0,0.0,0.0,0.007265285644355672,0.0021839002821197793
currawong,0.009515231972392789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075673843647036275,0.012849277881632737,0.0,0.0,0.0,0.007645026095050941,0.0025051280209186727
rhino,0.0018074729800357607,0.0,0.0,0.0,0.0,0.0021089431791567015,0.0,0.0,0.0,0.0013855213696991775,0.0,0.0,0.0,0.0,0.001387292237208703,0.0004459486510733562
starling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.0019477031125038054,0.0,0.0,0.0,0.0,0.001948446152337579,0.0,0.0018448198622582192,0.0,0.0020425011104437834,0.0,0.0,0.0,0.0,0.0020871429964190434,0.0006580408822641619
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toucanet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alligator,0.001992960466064501,0.0,0.0,0.0,0.0022040703856032254,0.0,0.0,0.0016749030715196692,0.0,0.0018162573257070927,0.0,0.0,0.0,0.0,0.0018388038805360486,0.0006351330086287025
ladybird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.010460130248358224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00908115284037974,0.0,0.0,0.0,0.0,0.009291471140667362,0.0019221836152936884
lobster,0.0015015412160456433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014512172782042338,0.0,0.0,0.0,0.0017049223235882577,0.0014529054171730886,0.0004073724156674149
viscacha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frogmouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parrot,0.010592617389009532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00993173536226311,0.013009004928086479,0.0,0.0,0.0,0.010093382496219256,0.002908449345038559
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.003313102566061264,0.0,0.0,0.0,0.0,0.0033545663530283334,0.0,0.0,0.0,0.0032580774655780647,0.0,0.0,0.0,0.0,0.0033594578129003344,0.0008856802798378663
