,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fired,3,0.02,0.02,-
1,trick,3,0.0,0.0,-
2,bailey,3,0.0,0.0,-
3,overall,3,0.0,0.0,-
4,retirement,3,0.0,0.0,-
5,completion,3,0.0,0.0,-
6,advance,3,0.0,0.0,-
7,aged,3,0.02,0.02,-
8,memorable,3,0.0,0.0,-
9,exciting,3,0.0,0.0,-
10,ticket,3,0.0,0.0,-
11,pat,3,0.0,0.0,-
12,defeating,3,0.0,0.0,-
13,permission,3,0.0,0.0,-
14,honour,3,0.0,0.0,-
15,backup,3,0.0,0.0,-
16,played,3,0.0,0.0,-
17,knee,3,0.0,0.0,-
18,1964,3,0.0,0.0,-
19,fourth,3,0.0,0.0,-
20,red,1,0.02,0.01,-
