,context,n_concepts,mean_tfidf,mean_diff,evidence
0,name,24,0.01,0.01,u
1,known,24,0.01,0.01,u
2,far,23,0,0,u
3,teeth,22,0.02,0.02,u
4,becoming,21,0,0,u
5,skull,21,0.01,0.01,u
6,creatures,21,0.01,0.01,u
7,sight,21,0.01,0,u
8,since,21,0.01,0,u
9,is,21,0.02,0.01,u
10,presumably,20,0,0,u
11,generally,20,0,0,u
12,exhibit,20,0.01,0.01,u
13,led,20,0.01,0.01,u
14,serves,20,0,0,u
15,saving,20,0,0,u
16,companion,20,0.01,0.01,u
17,eventually,20,0,0,u
18,between,20,0.01,0,u
19,weighs,20,0.01,0.01,u
20,swimming,18,0,0,p
21,swim,13,0.01,0.01,p
22,swam,1,0.04,0.04,p
