,context,n_concepts,mean_tfidf,mean_diff,evidence
0,mike,7,0.0,0.0,-
1,already,7,0.0,0.0,-
2,features,7,0.0,0.0,-
3,think,7,0.0,0.0,-
4,begins,7,0.0,0.0,-
5,joseph,7,0.0,0.0,-
6,character,7,0.01,0.01,-
7,scott,6,0.0,0.0,-
8,amy,6,0.0,0.0,-
9,writer,6,0.01,0.01,-
10,1999,6,0.0,0.0,-
11,course,6,0.01,0.0,-
12,replace,6,0.0,0.0,-
13,established,6,0.0,0.0,-
14,welcome,6,0.0,0.0,-
15,rocky,6,0.03,0.03,-
16,crack,6,0.0,0.0,-
17,pull,6,0.0,0.0,-
18,strange,6,0.0,0.0,-
19,valuable,6,0.0,0.0,-
20,red,4,0.07,0.06,-
