,context,n_concepts,mean_tfidf,mean_diff,evidence
0,entertainment,8,0.01,0.01,-
1,todd,8,0.0,0.0,-
2,charles,8,0.01,0.01,-
3,label,8,0.01,0.01,-
4,judges,8,0.0,0.0,-
5,initiative,8,0.0,0.0,-
6,setting,8,0.0,0.0,-
7,rare,8,0.0,0.0,-
8,notable,8,0.0,0.0,-
9,retain,8,0.0,0.0,-
10,1984,8,0.0,0.0,-
11,follow,8,0.0,0.0,-
12,tells,8,0.01,0.01,-
13,just,8,0.01,0.0,-
14,charted,8,0.0,0.0,-
15,uk,8,0.0,0.0,-
16,assistant,8,0.0,0.0,-
17,lone,8,0.0,0.0,-
18,originally,8,0.01,0.0,-
19,10,8,0.01,0.0,-
20,red,7,0.04,0.03,-
