,context,n_concepts,mean_tfidf,mean_diff,evidence
0,commonly,6,0.01,0.0,-
1,adults,6,0.01,0.0,-
2,herb,6,0.01,0.01,-
3,maid,5,0.0,0.0,-
4,confused,5,0.0,0.0,-
5,slight,5,0.0,0.0,-
6,shrub,5,0.02,0.02,-
7,clover,5,0.01,0.01,-
8,sage,5,0.0,0.0,-
9,exhibited,5,0.0,0.0,-
10,shiny,5,0.01,0.01,-
11,spreading,5,0.01,0.01,-
12,primary,5,0.0,0.0,-
13,perennial,5,0.02,0.02,-
14,plant,5,0.03,0.03,-
15,plants,5,0.03,0.02,-
16,names,5,0.01,0.01,-
17,feed,5,0.01,0.01,-
18,nectar,5,0.03,0.03,-
19,uncommon,5,0.0,0.0,-
20,blue,4,0.07,0.07,-
