,context,n_concepts,mean_tfidf,mean_diff,evidence
0,bird,44,0.06,0.05,-
1,family,43,0.05,0.04,-
2,genus,38,0.02,0.02,-
3,birds,36,0.02,0.02,-
4,include,35,0.01,0.01,-
5,fish,35,0.07,0.06,-
6,yellow,34,0.03,0.03,-
7,species,32,0.04,0.03,-
8,green,31,0.03,0.03,-
9,nest,30,0.01,0.01,-
10,name,30,0.01,0.01,-
11,endemic,28,0.04,0.03,-
12,sea,27,0.02,0.02,-
13,belonging,27,0.02,0.01,-
14,eggs,27,0.02,0.02,-
15,smaller,27,0.01,0.01,-
16,pacific,27,0.03,0.03,-
17,headed,27,0.02,0.01,-
18,black,27,0.05,0.04,-
19,related,26,0.01,0.01,-
20,eggs,27,0.02,0.02,-
21,egg,16,0.03,0.02,-
