,mammal,animal,no-cat,bird,criminal,all,communication,relation,fish,object,food,female,measure,mean
employer,0.0,0.0,0.0,0.0,0.0,0.0015208512362376418,0.0,0.0,0.0,0.0014941028450903553,0.0,0.0,0.0,0.00023191954471753825
docent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sculptor,0.0,0.0,0.0,0.0,0.0,0.0041507685792375746,0.0,0.0,0.0,0.0040773417588865326,0.0,0.0,0.0,0.0006329315644710852
junior,0.0,0.0,0.0,0.0,0.0,0.000894916627646031,0.0,0.0,0.0,0.0008753139603926068,0.0,0.0,0.0,0.00013617158369527983
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0013173203289937394,0.0,0.0,0.0,0.0013052461490535086,0.0,0.0,0.0,0.0002017358829267114
grandfather,0.0,0.0,0.0,0.0,0.0,0.006648533670588929,0.0,0.0,0.0,0.006613195658578164,0.0,0.0,0.0,0.0010201330253205457
diplomat,0.0,0.0,0.0,0.0,0.0,0.0004704132926710213,0.0,0.0,0.0,0.0004651123804017076,0.0,0.0,0.0,7.196351331328683e-05
monk,0.0,0.0,0.0,0.0,0.0,0.003928043871136587,0.0,0.0,0.0,0.0038749418280976966,0.0,0.0,0.0,0.000600229669171868
sophomore,0.0,0.0,0.0,0.0,0.0,0.0006648079029469699,0.0,0.0,0.0,0.0006556038308869335,0.0,0.0,0.0,0.00010157013337183872
actor,0.0,0.0,0.0,0.0,0.0,0.0016493698142485355,0.0,0.0,0.0,0.001627350186835986,0.0,0.0,0.0,0.0002520553846988094
baritone,0.0,0.0,0.0,0.0,0.0,0.0005119585616337016,0.000675505530649679,0.0,0.0,0.0005021057468073823,0.0,0.0,0.0,0.00012996691069928947
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cook,0.0,0.0,0.0,0.0,0.0,0.0019979591209838858,0.0,0.0,0.0,0.001963723422650205,0.0,0.0,0.0,0.0003047448110487762
tenor,0.0,0.0,0.0,0.0,0.0,0.0003874258815862929,0.0005214474642635904,0.0,0.0,0.00038162434702349127,0.0,0.0,0.0,9.92690532979519e-05
surveyor,0.0,0.0,0.0,0.0,0.0,0.0008133727804189881,0.0,0.0,0.0,0.0008012628734712806,0.0,0.0,0.0,0.00012420274260694375
grandson,0.0,0.0,0.0,0.0,0.0,0.009748498429683991,0.0,0.0,0.0,0.009650307116879002,0.0,0.0,0.0,0.0014922158112740764
husband,0.0,0.0,0.0,0.0,0.0,0.0019914572260871927,0.0,0.0,0.0,0.001986643822391216,0.0,0.0,0.0,0.00030600777295987754
philosopher,0.0,0.0,0.0,0.0,0.0,0.0031512959483535534,0.0,0.0,0.0,0.003069580561726016,0.0,0.0,0.0,0.000478528962313813
superman,0.0,0.0,0.0,0.0,0.0,0.0002839934593731968,0.0,0.0,0.0,0.000274345418252206,0.0,0.0,0.0,4.294914443272329e-05
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chairman,0.0,0.0,0.0,0.0,0.0,0.0001695184423085629,0.0,0.0,0.0,0.00016630341901296815,0.0,0.0,0.0,2.5832450870887005e-05
manager,0.0,0.0,0.0,0.0,0.0,0.0008805935428743078,0.0,0.0,0.0,0.0008657638345227273,0.0,0.0,0.0,0.000134335182876695
headmaster,0.0,0.0,0.0,0.0,0.0,0.005313189703049031,0.0,0.0,0.0,0.00521303745530853,0.0,0.0,0.0,0.00080970978141212
god,0.0,0.0,0.0,0.0,0.0,0.006991521814805613,0.0,0.0,0.0,0.006862039437637097,0.0,0.0,0.0,0.0010656585578802083
master,0.0,0.0,0.0,0.0,0.0,0.0012167731033514153,0.0,0.0,0.0,0.0011945077407817743,0.0,0.0,0.0,0.0001854831418563992
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policeman,0.0,0.0,0.0,0.0,0.0,0.001921517046257609,0.0,0.0,0.0,0.0018844630796083929,0.0,0.0,0.0,0.0002927677019896925
prince,0.0,0.0,0.0,0.0,0.0,0.015496707518678612,0.0,0.0,0.0,0.015238295646521946,0.0,0.0,0.0,0.002364231012707735
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leader,0.0,0.0,0.0,0.0,0.0,0.0019378095715904035,0.0,0.0,0.0,0.0018995827945615495,0.0,0.0,0.0,0.00029518402816553483
biologist,0.0,0.0,0.0,0.0,0.0,0.0005893814416231627,0.0,0.0,0.0,0.0005741109033462658,0.0,0.0,0.0,8.949941115149449e-05
driver,0.0,0.0,0.0,0.0,0.0,0.00044170562604358554,0.0004362730385471064,0.0,0.0,0.0004352724754034558,0.0,0.0,0.0,0.00010101931846108829
liberal,0.0,0.0,0.0,0.0,0.0,0.0004100557767438953,0.0,0.0,0.0,0.00040559250007057596,0.0,0.0,0.0,6.274217513957471e-05
pioneer,0.0,0.0,0.0,0.0,0.0,0.0025528136256384422,0.0,0.0,0.0,0.002502279112259671,0.0,0.0,0.0,0.0003888532875306241
guard,0.0,0.0,0.0,0.0,0.0,0.0006081087527620315,0.0,0.0,0.0,0.0005959794599182007,0.0,0.0,0.0,9.262217020617172e-05
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.006944436672525435,0.0,0.0,0.0,0.006866942957284681,0.0,0.0,0.0,0.0010624138176777013
mister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assistant,0.0,0.0,0.0,0.0,0.0,0.0008249715675813339,0.0,0.0,0.0,0.0008120278054298473,0.0,0.0,0.0,0.00012592302869316778
idiot,0.0,0.0,0.0,0.0,0.0,0.008334757172401099,0.0,0.0,0.0,0.007627625855089992,0.0,0.0,0.0,0.0012278756174993145
duke,0.0,0.0,0.0,0.0,0.0,0.0038024527031310616,0.0,0.0,0.0,0.003752640402531177,0.0,0.0,0.0,0.0005811610081278644
brother,0.0,0.0,0.0,0.0,0.0,0.007028870217776434,0.0,0.0,0.0,0.006938096320778035,0.0,0.0,0.0,0.0010743820414272668
tsar,0.0,0.0,0.0,0.0,0.0,0.002543645768735047,0.0,0.0,0.0,0.002517782169644362,0.0,0.0,0.0,0.0003893406106445699
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steward,0.0,0.0,0.0,0.0,0.0,0.0009966683522925942,0.0,0.0,0.0,0.0009849684757131203,0.0,0.0,0.0,0.00015243360215428574
inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.0005359276853718994,0.0,0.0,0.0,0.0005271915747287236,0.0,0.0,0.0,8.177840462312483e-05
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friar,0.0,0.0,0.0,0.0,0.0,0.0006435149627796058,0.0,0.0,0.0,0.0006372643627093414,0.0,0.0,0.0,9.852148657607285e-05
lover,0.0,0.0,0.0,0.0,0.0,0.00592683059865136,0.0,0.0,0.0,0.005810845481520823,0.0,0.0,0.0,0.0009028981600132449
twin,0.0,0.0,0.0,0.0,0.0,0.026669344479413194,0.0,0.0,0.0,0.026016419576816503,0.0,0.0,0.0,0.004052751081248438
father-in-law,0.0,0.0,0.0,0.0,0.0,0.0020477020500902082,0.0,0.0,0.0,0.0020189942442363335,0.0,0.0,0.0,0.0003128227918712725
batman,0.0,0.0,0.0,0.0,0.0,0.0013156515122745534,0.0,0.0,0.0,0.0012753555740999925,0.0,0.0,0.0,0.0001993082374134266
king,0.0,0.0,0.0,0.0,0.0,0.006884745504683359,0.0,0.009176600665923589,0.0,0.006771829297443748,0.0,0.0,0.0,0.0017563981129269765
ally,0.0,0.0,0.0,0.0,0.0,0.0009520815287268461,0.0,0.0,0.0,0.0009447125957247856,0.0,0.0,0.0,0.0001459072403424332
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychologist,0.0,0.0,0.0,0.0,0.0,0.0011002874749290533,0.0,0.0,0.0,0.0010808274084216894,0.0,0.0,0.0,0.00016777806795005714
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiance,0.0,0.0,0.0,0.0,0.0,0.008321358606798435,0.0,0.0,0.0,0.008202308021504462,0.0,0.0,0.0,0.0012710512791002228
founder,0.0,0.0,0.0,0.0,0.0,0.004377991475930862,0.0,0.0,0.0,0.004300145616380068,0.0,0.0,0.0,0.0006675490071008407
uncle,0.0,0.0,0.0,0.0,0.0,0.006298674355112342,0.0,0.0,0.0,0.00621030522917713,0.0,0.0,0.0,0.0009622291987914978
refugee,0.0,0.0,0.0,0.0,0.0,0.0008634653373702488,0.0,0.0,0.0,0.0008615899192919701,0.0,0.0,0.0,0.00013269655820478607
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monastic,0.0,0.0,0.0,0.0,0.0,0.0019814130804593176,0.0,0.0,0.0,0.0019401633650387175,0.0,0.0,0.0,0.00030165972657677197
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0010261024513655284,0.0,0.0,0.0,0.0010155767225070312,0.0,0.0,0.0,0.00015705224414404306
robert,0.0,0.0,0.0,0.0,0.0,0.004489397486320595,0.0,0.0,0.0,0.0,0.0,0.004768543411940237,0.0,0.0007121492998662179
hero,0.0,0.0,0.0,0.0,0.0,0.006850314773199231,0.0,0.0,0.0,0.006712061520164021,0.007204523729532675,0.0,0.0,0.0015974538479150713
heir,0.0,0.0,0.0,0.0,0.0,0.013530494781224887,0.0,0.0,0.0,0.013366384765763467,0.0,0.0,0.0,0.00206899073438372
