,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fountain,6,0.02,0.02,-
1,mission,6,0.0,0.0,-
2,1994,6,0.01,0.0,-
3,invited,6,0.01,0.0,-
4,train,6,0.0,0.0,-
5,trunk,6,0.0,0.0,-
6,bend,6,0.01,0.0,-
7,airport,6,0.01,0.01,-
8,tracks,6,0.0,0.0,-
9,gap,6,0.03,0.03,-
10,apart,6,0.0,0.0,-
11,austin,6,0.01,0.01,-
12,smith,6,0.0,0.0,-
13,district,6,0.01,0.01,-
14,extending,6,0.0,0.0,-
15,greatest,6,0.0,0.0,-
16,entitled,6,0.0,0.0,-
17,1969,6,0.0,0.0,-
18,southeast,6,0.01,0.01,-
19,1890,6,0.0,0.0,-
20,round,5,0.01,0.0,-
