,context,n_concepts,mean_tfidf,mean_diff,evidence
0,rides,7,0.04,0.03,-
1,met,7,0.01,0.01,-
2,ways,7,0.01,0.0,-
3,otherwise,7,0.01,0.0,-
4,celebrated,7,0.0,0.0,-
5,job,7,0.01,0.01,-
6,upside,7,0.01,0.0,-
7,history,7,0.01,0.0,-
8,competitors,7,0.01,0.01,-
9,rush,7,0.01,0.01,-
10,loads,7,0.03,0.03,-
11,innovation,7,0.01,0.01,-
12,neighborhood,7,0.01,0.01,-
13,began,7,0.01,0.0,-
14,fun,7,0.01,0.01,-
15,basis,7,0.01,0.01,-
16,gathering,7,0.01,0.01,-
17,locals,7,0.01,0.01,-
18,maggie,7,0.01,0.01,-
19,because,7,0.01,0.0,-
20,rolls,6,0.01,0.01,-
21,roll,5,0.01,0.01,-
22,rolling,5,0.01,0.0,-
23,rolled,5,0.01,0.01,-
