,context,n_concepts,mean_tfidf,mean_diff,evidence
0,green,50,0.03,0.03,p
1,leaves,45,0.04,0.03,i
2,plant,45,0.01,0.01,i
3,small,42,0.01,0.01,u
4,inch,41,0.01,0.01,u
5,plants,41,0.01,0.01,i
6,large,40,0.01,0.01,u
7,flowers,40,0.01,0.01,r
8,mint,40,0.03,0.02,i
9,bright,40,0.01,0.01,u
10,leaf,40,0.03,0.02,i
11,water,39,0.02,0.01,u
12,cut,39,0.01,0.01,u
13,branches,39,0.02,0.02,r
14,garden,38,0.02,0.02,i
15,variety,38,0.01,0.01,u
16,rows,38,0,0,u
17,orange,37,0.02,0.02,u
18,cool,37,0.01,0.01,u
19,preserved,37,0,0,u
20,green,50,0.03,0.03,p
