context,evidence_type,categories
crashed, ,vehicle
similar, ,vehicle
visibility, ,vehicle
indicating, ,vehicle
hunt, ,vehicle
northwest, ,vehicle
piloted, ,vehicle
propeller, ,vehicle
conducting, ,vehicle
fighter, ,vehicle
fighters, ,vehicle
supersonic, ,vehicle
pilot, ,vehicle
flew, ,vehicle
runway, ,vehicle
flying, ,food vehicle
flown, ,vehicle
aviation, ,vehicle
cockpit, ,vehicle
downed, ,vehicle
wreckage, ,vehicle
peruvian, ,vehicle
spy, ,vehicle
downing, ,vehicle
radar, ,vehicle
russian, ,vehicle
270, ,vehicle
recorder, ,vehicle
missiles, ,vehicle
pentagon, ,vehicle
fuselage, ,vehicle
fired, ,vehicle
cuban, ,vehicle
us, ,food vehicle
pakistani, ,vehicle
yemeni, ,vehicle
800, ,vehicle
intercept, ,vehicle
attacks, ,vehicle
pakistan, ,vehicle
descended, ,vehicle
yemen, ,vehicle
strikes, ,vehicle
terrorist, ,vehicle
terrorists, ,vehicle
locate, ,vehicle
iranian, ,vehicle
confirmed, ,vehicle
withstand, ,vehicle
controversial, ,vehicle
perished, ,vehicle
intelligence, ,vehicle
gather, ,vehicle
thwarted, ,vehicle
deciding, ,vehicle
publicly, ,vehicle
bird, ,bird food all animal object
nest, ,bird food
species, ,bird
birds, ,object animal food all
wings, ,object animal food all
found, ,food
it, ,food
hidden, ,food
quail, ,food
pigeon, ,food
flies, ,food
hatched, ,food
game, ,food
one, ,food
near, ,food
several, ,food
this, ,food
commonly, ,food
clear, ,food
raised, ,food
probably, ,food
eggs, ,food
roasted, ,food
outbreaks, ,food
manager, ,food
owner, ,food
chasing, ,food
on, ,food
but, ,food
garden, ,food
amp, ,food
had, ,food
their, ,food
home, ,food
dog, ,food
replaced, ,food
beak, ,food
dear, ,food
nesting, ,food
feet, ,food
failing, ,food
fighting, ,food
lake, ,food
28, ,food
distinctive, ,food
62, ,food
bright, ,food
following, ,food
fat, ,food
have, ,food
than, ,food
plastic, ,food
number, ,food
go, ,food
hours, ,food
starting, ,food
they, ,food
do, ,food
large, ,food
250, ,food
turning, ,food
weeks, ,food
water, ,food
includes, ,food
young, ,food
inside, ,food
virus, ,food
poultry, ,food
detected, ,food
chickens, ,food
suspected, ,food
wild, ,food
fowl, ,food
farms, ,food
farm, ,food
feathers, ,food
free, ,food
said, ,food
turkey, ,food
pet, ,food
dead, ,food
culled, ,food
wildlife, ,food
duck, ,food
slaughter, ,food
two, ,food
so, ,food
could, ,food
pig, ,food
being, ,food
flock, ,food
thanksgiving, ,food
million, ,food
foot, ,food
baby, ,food
them, ,food
ostrich, ,food
same, ,food
least, ,food
whether, ,food
kind, ,food
geese, ,food
does, ,food
common, ,food
appeared, ,food
every, ,food
farming, ,food
sight, ,food
brown, ,food
300, ,food
almost, ,food
dozen, ,food
strange, ,food
adding, ,food
longer, ,food
typical, ,food
bought, ,food
plants, ,food
goose, ,food
charge, ,food
wash, ,food
hens, ,food
rabbit, ,food
hen, ,food
hiding, ,food
nobody, ,food
wherever, ,food
blame, ,food
hatching, ,food
sparrow, ,food
side, ,food
like, ,food
000, ,food
chocolate, ,food
be, ,food
mice, ,food
migratory, ,food
always, ,food
20, ,food
normally, ,food
web, ,food
worst, ,food
kong, ,food
populations, ,food
pub, ,food
mouse, ,food
perched, ,food
sweeping, ,food
prairie, ,food
been, ,food
before, ,food
away, ,food
hard, ,food
american, ,food
over, ,food
flower, ,food
30, ,food
from, ,food
would, ,food
golden, ,food
leg, ,food
hit, ,food
trade, ,food
evolved, ,food
announcement, ,food
talking, ,food
eve, ,food
hawk, ,food
alternative, ,food
nasty, ,food
homemade, ,food
months, ,food
proverbial, ,food
honey, ,food
serious, ,food
neither, ,food
chuck, ,food
below, ,food
ben, ,food
field, ,food
pudding, ,food
netherlands, ,food
sent, ,food
team, ,food
seen, ,food
appreciate, ,food
unable, ,food
increase, ,food
research, ,food
worry, ,food
cages, ,food
stupid, ,food
engaged, ,food
growing, ,food
campaign, ,food
starts, ,food
realized, ,food
dick, ,food
suggests, ,food
habits, ,food
acting, ,food
weekends, ,food
51, ,food
resulting, ,food
maintained, ,food
stricken, ,food
agent, ,food
meets, ,food
broke, ,food
rain, ,food
jumping, ,food
epidemic, ,food
variation, ,food
rolling, ,food
friendly, ,food
if, ,food
hatch, ,food
farmers, ,food
cat, ,food
only, ,food
told, ,food
cover, ,food
some, ,food
15, ,food
started, ,food
counting, ,food
can, ,food
control, ,food
sized, ,food
her, ,food
while, ,food
turned, ,food
deal, ,food
23, ,food
exotic, ,food
even, ,food
where, ,food
killing, ,food
after, ,food
kills, ,food
die, ,food
10, ,food
different, ,food
affected, ,food
also, ,food
wednesday, ,food
used, ,food
all, ,food
watching, ,food
ve, ,food
knew, ,food
dance, ,food
likes, ,food
production, ,food
flu, ,food
h5n1, ,food
outbreak, ,food
strain, ,food
infected, ,food
human, ,food
avian, ,food
cage, ,food
tested, ,food
ducks, ,food
samples, ,food
agriculture, ,food
disease, ,food
killed, ,food
that, ,food
animal, ,food
tests, ,food
rare, ,food
people, ,food
flocks, ,food
national, ,food
its, ,food
sick, ,food
feeding, ,food
not, ,food
were, ,food
roasting, ,food
testing, ,food
more, ,food
slaughtered, ,food
turkeys, ,food
stuffing, ,food
oven, ,food
backyard, ,food
fly, ,food
banned, ,food
any, ,food
monday, ,food
test, ,food
lab, ,food
africa, ,food
ban, ,food
head, ,food
village, ,food
government, ,food
third, ,food
livestock, ,food
contaminated, ,food
swan, ,food
25, ,food
animals, ,food
100, ,food
calls, ,food
90, ,food
spokesman, ,food
taken, ,food
southern, ,food
500, ,food
raising, ,food
week, ,food
dying, ,food
saturday, ,food
feather, ,food
emerged, ,food
according, ,food
genes, ,food
center, ,food
recently, ,food
capital, ,food
easily, ,food
import, ,food
keep, ,food
amid, ,food
reserve, ,food
across, ,food
north, ,food
60, ,food
hunter, ,food
stepped, ,food
covered, ,food
seven, ,food
types, ,food
radius, ,food
moist, ,food
tough, ,food
sounds, ,food
added, ,food
prepared, ,food
down, ,food
cavity, ,food
market, ,food
must, ,food
shoot, ,food
passed, ,food
farmer, ,food
why, ,food
flip, ,food
conducted, ,food
wing, ,food
35, ,food
rose, ,food
month, ,food
pass, ,food
able, ,food
40, ,food
states, ,food
pigeons, ,food
doing, ,food
mainly, ,food
six, ,food
word, ,food
islands, ,food
company, ,food
close, ,food
