,context,n_concepts,mean_tfidf,mean_diff,evidence
0,habitat,12,0.03,0.03,u
1,rare,11,0.02,0.01,u
2,endangered,10,0.05,0.05,u
3,500,10,0.01,0.01,u
4,named,10,0.02,0.02,u
5,29,10,0,0,u
6,recently,10,0.01,0,u
7,known,10,0.01,0.01,u
8,seen,10,0.01,0.01,u
9,oldest,10,0.01,0.01,u
10,lives,10,0.01,0.01,u
11,numbers,10,0.01,0,u
12,exhibit,10,0.01,0.01,u
13,creatures,10,0.02,0.02,u
14,like,9,0.02,0.01,u
15,forest,9,0.01,0.01,i
16,its,9,0.01,0.01,u
17,disturbing,9,0.01,0,u
18,colorful,9,0.01,0.01,u
19,range,9,0.01,0,u
20,green,8,0.06,0.05,p
