,context,n_concepts,mean_tfidf,mean_diff,evidence
0,bird,26,0.05,0.04,-
1,birds,22,0.03,0.02,-
2,warbler,21,0.1,0.1,-
3,black,20,0.06,0.04,-
4,yellow,20,0.04,0.03,-
5,hawk,20,0.02,0.02,-
6,nest,18,0.01,0.01,-
7,headed,18,0.02,0.02,-
8,winged,18,0.05,0.04,-
9,green,18,0.05,0.04,-
10,include,17,0.01,0.01,-
11,call,16,0.01,0.01,-
12,dove,16,0.02,0.02,-
13,raven,16,0.01,0.01,-
14,family,16,0.01,0.01,-
15,owl,16,0.03,0.03,-
16,billed,16,0.09,0.09,-
17,white,15,0.06,0.05,-
18,duck,15,0.08,0.08,-
19,goose,15,0.03,0.03,-
20,eggs,11,0.03,0.03,-
21,egg,10,0.03,0.03,-
