,context,n_concepts,mean_tfidf,mean_diff,evidence
0,attacked,8,0.02,0.02,-
1,killed,8,0.02,0.01,-
2,nicknamed,8,0.02,0.02,-
3,riding,8,0.01,0.0,-
4,attack,8,0.02,0.02,-
5,shots,7,0.0,0.0,-
6,fun,7,0.01,0.01,-
7,reputation,7,0.0,0.0,-
8,nine,7,0.0,0.0,-
9,experts,7,0.0,0.0,-
10,featured,7,0.01,0.01,-
11,survived,7,0.01,0.0,-
12,suspects,7,0.0,0.0,-
13,indicate,7,0.0,0.0,-
14,blamed,7,0.01,0.01,-
15,born,7,0.01,0.0,-
16,threatened,7,0.02,0.01,-
17,smiling,7,0.01,0.01,-
18,say,7,0.01,0.01,-
19,plays,7,0.0,0.0,-
20,dangerous,6,0.0,0.0,-
