,context,n_concepts,mean_tfidf,mean_diff,evidence
0,order,4,0.01,0.01,-
1,might,4,0.0,0.0,-
2,members,4,0.0,0.0,-
3,attacking,4,0.0,0.0,-
4,led,4,0.0,0.0,-
5,earlier,4,0.0,0.0,-
6,throughout,4,0.0,0.0,-
7,current,4,0.0,0.0,-
8,closer,4,0.0,0.0,-
9,unless,4,0.0,0.0,-
10,noise,4,0.0,0.0,-
11,advanced,4,0.0,0.0,-
12,ferry,3,0.0,0.0,-
13,transported,3,0.01,0.01,-
14,capture,3,0.0,0.0,-
15,gem,3,0.0,0.0,-
16,triggered,3,0.0,0.0,-
17,defence,3,0.0,0.0,-
18,impossible,3,0.0,0.0,-
19,avoid,3,0.0,0.0,-
20,black,2,0.01,0.0,-
