,context,n_concepts,mean_tfidf,mean_diff,evidence
0,flavor,6,0.02,0.01,-
1,nuts,6,0.03,0.02,-
2,picking,6,0.03,0.03,-
3,berries,6,0.01,0.0,-
4,parties,6,0.0,0.0,-
5,dash,6,0.0,0.0,-
6,types,6,0.0,0.0,-
7,except,6,0.0,0.0,-
8,cups,6,0.04,0.03,-
9,nor,5,0.0,0.0,-
10,post,5,0.0,0.0,-
11,crush,5,0.01,0.01,-
12,historic,5,0.0,0.0,-
13,believes,5,0.0,0.0,-
14,knows,5,0.0,0.0,-
15,august,5,0.0,0.0,-
16,allowed,5,0.0,0.0,-
17,loved,5,0.0,0.0,-
18,generous,5,0.0,0.0,-
19,general,5,0.0,0.0,-
20,black,4,0.03,0.02,-
