,context,n_concepts,mean_tfidf,mean_diff,evidence
0,growing,22,0.01,0.01,u
1,planting,21,0.01,0.01,u
2,harvest,21,0.02,0.01,u
3,leaf,20,0.01,0.01,u
4,crops,20,0.02,0.02,u
5,varieties,20,0.02,0.01,u
6,seeds,20,0.05,0.05,i
7,garden,20,0.02,0.02,u
8,farmer,20,0.02,0.02,u
9,annual,20,0.01,0,u
10,crop,19,0.02,0.02,u
11,festival,19,0.01,0.01,u
12,production,19,0.01,0.01,u
13,peeled,19,0.02,0.02,u
14,planted,19,0.01,0.01,u
15,growers,19,0.07,0.06,u
16,fields,19,0.02,0.02,u
17,patch,19,0.06,0.06,u
18,seed,18,0.01,0.01,i
19,association,18,0.01,0,u
20,round,5,0,0,p
