,context,n_concepts,mean_tfidf,mean_diff,evidence
0,flavored,19,0.01,0.01,-
1,sweet,18,0.01,0.01,-
2,fried,18,0.02,0.01,-
3,cups,18,0.03,0.03,-
4,vanilla,17,0.03,0.03,-
5,spoon,17,0.01,0.01,-
6,honey,17,0.01,0.01,-
7,flavor,17,0.01,0.01,-
8,sauce,17,0.02,0.02,-
9,fruit,17,0.02,0.02,-
10,frozen,17,0.01,0.01,-
11,lemon,17,0.1,0.1,-
12,ingredients,16,0.01,0.01,-
13,banana,16,0.01,0.01,-
14,soup,16,0.04,0.04,-
15,chilled,16,0.01,0.01,-
16,blend,16,0.01,0.01,-
17,combine,16,0.01,0.01,-
18,diet,16,0.01,0.01,-
19,cream,16,0.1,0.09,-
20,cold,9,0.03,0.02,-
