,context,n_concepts,mean_tfidf,mean_diff,evidence
0,also,36,0.01,0,u
1,bites,35,0,0,u
2,humble,35,0.01,0.01,u
3,pie,35,0.08,0.07,i
4,rounds,35,0,0,u
5,fruits,35,0.01,0.01,i
6,dried,34,0.02,0.02,u
7,annual,34,0,0,u
8,although,34,0,0,u
9,dessert,34,0.03,0.02,r
10,apple,33,0.04,0.03,i
11,jam,33,0.01,0.01,r
12,about,33,0.01,0,u
13,passion,33,0,0,u
14,ripe,33,0.02,0.02,u
15,lovers,33,0.01,0.01,u
16,cut,32,0.02,0.01,u
17,desserts,32,0.01,0.01,r
18,dotted,32,0,0,u
19,15,32,0.01,0,u
20,round,20,0.01,0.01,p
