,context,n_concepts,mean_tfidf,mean_diff,evidence
0,green,53,0.02,0.02,-
1,derived,46,0.0,0.0,-
2,gardens,46,0.01,0.01,-
3,garden,45,0.01,0.01,-
4,bamboo,45,0.01,0.01,-
5,tropical,43,0.01,0.01,-
6,leaf,42,0.02,0.02,-
7,include,42,0.01,0.0,-
8,leaves,41,0.03,0.02,-
9,slopes,41,0.0,0.0,-
10,resembling,41,0.01,0.0,-
11,tree,41,0.06,0.05,-
12,flowers,41,0.01,0.01,-
13,small,40,0.01,0.01,-
14,plants,40,0.02,0.02,-
15,commonly,40,0.01,0.01,-
16,grow,40,0.01,0.01,-
17,trees,39,0.07,0.06,-
18,abundance,39,0.01,0.0,-
19,forest,39,0.02,0.01,-
20,green,53,0.02,0.02,-
