context,evidence_type,categories
wooden, ,tool relation all communication object
skinny, ,tool
copper, ,tool weapon
versions, ,tool
confused, ,tool
via, ,tool
turns, ,tool
feels, ,tool
done, ,tool
used, ,relation
oak, ,food relation all communication no-cat object
inch, ,communication no-cat relation
tall, ,no-cat relation
plastic, ,relation
across, ,relation
beside, ,relation
flower, ,no-cat relation
sits, ,no-cat relation
hang, ,no-cat relation
warm, ,no-cat relation
lit, ,relation
deck, ,food relation
pine, ,object all
perched, ,object all
sit, ,food
sat, ,food
points, ,weapon food
chair, ,food
topped, ,no-cat food
swimming, ,weapon food
meal, ,food
everyone, ,food
money, ,food
lead, ,food
family, ,food
lay, ,food
diving, ,weapon food
players, ,weapon food
tea, ,food
spot, ,food
big, ,no-cat food
run, ,food
got, ,food
walked, ,food
together, ,food
owners, ,food
menu, ,food
real, ,food
rice, ,food
lost, ,food
association, ,food
farm, ,food
cape, ,food
player, ,food
led, ,weapon food
served, ,food
basketball, ,weapon food
serve, ,food
sweep, ,food
own, ,food
heads, ,food
training, ,food
cheese, ,food
persuade, ,food
leading, ,food
comfortable, ,food
assembled, ,food
german, ,food
members, ,food
lobby, ,food
except, ,food
trophy, ,food
others, ,food
sport, ,weapon food
seeing, ,food
program, ,food
ferguson, ,food
losing, ,food
management, ,weapon food
add, ,no-cat food
whole, ,food
counter, ,food
figure, ,food
silent, ,food
sheets, ,food
includes, ,food
winning, ,weapon food
limit, ,food
george, ,food
bonus, ,food
loaded, ,food
republicans, ,food
cook, ,food
robin, ,food
recently, ,food
brown, ,food
serves, ,communication food
russians, ,food
dutch, ,food
plus, ,food
minutes, ,food
stand, ,food
serving, ,food
gary, ,food
valuable, ,food
lose, ,food
gap, ,food
democrats, ,food
notes, ,food
martha, ,food
helping, ,food
informal, ,food
william, ,food
vice, ,weapon food
headed, ,food
ms, ,food
richard, ,food
winter, ,no-cat food
stepped, ,food
coach, ,food
staff, ,food
produce, ,weapon food
clearing, ,no-cat food
deserve, ,food
reportedly, ,food
interests, ,food
jack, ,food
investors, ,food
davis, ,food
jobs, ,food
excellent, ,no-cat food
drew, ,food
captain, ,no-cat food
frank, ,food
pursue, ,food
hughes, ,food
ability, ,food
threatened, ,food
spots, ,food
modest, ,food
otherwise, ,food
anybody, ,food
fellow, ,food
susan, ,food
engaged, ,food
poor, ,food
buying, ,food
learned, ,food
